#{"t_start": 1779749980.414938, "env_id": "None"}
r,l,t
-146.0,48,99.810267
-170.0,25,100.168101
-106.0,83,101.107284
-148.0,48,101.699774
-144.0,62,102.427691
-110.0,84,103.380266
-100.0,93,104.42055
-170.0,32,104.854177
-96.0,114,106.119084
-108.0,95,107.180252
-102.0,93,108.227915
-164.0,41,108.749723
-142.0,58,109.440784
-130.0,79,110.339596
-100.0,92,111.369811
-166.0,35,111.827447
-166.0,38,112.318554
-106.0,112,113.553228
-150.0,58,114.23938
-72.0,107,115.419639
-108.0,69,116.219791
-104.0,82,117.14887
-104.0,71,117.970529
-104.0,97,119.051258
-170.0,36,119.541975
-146.0,47,120.12282
-162.0,41,120.640972
-158.0,46,121.212151
-162.0,46,121.781661
-152.0,41,122.299335
-146.0,58,122.992917
-68.0,121,124.312744
-102.0,109,125.511934
-158.0,51,126.137455
-102.0,92,127.18479
-130.0,76,128.04943
-158.0,44,128.600544
-102.0,93,129.64066
-156.0,45,130.199164
-102.0,97,131.282083
598.0,164,133.028116
-140.0,67,133.810609
-80.0,122,135.142321
-100.0,88,136.129157
-158.0,48,136.720371
-152.0,61,137.440224
-64.0,123,138.78004
-98.0,110,139.990633
-160.0,46,140.562133
-72.0,116,141.84294
-106.0,88,142.834955
-104.0,107,144.027256
-166.0,31,144.44418
-102.0,81,145.363663
603.0,165,147.120668
-72.0,127,148.503129
-168.0,40,149.014386
-128.0,65,149.770436
-106.0,106,150.944279
-106.0,81,151.864583
-106.0,92,152.894087
-104.0,95,153.952827
586.0,160,155.660718
578.0,180,157.57012
605.0,131,158.992294
589.0,171,160.81291
625.0,113,162.053185
588.0,168,163.843093
-110.0,91,164.865452
591.0,163,166.603168
582.0,164,168.353046
-78.0,123,169.700535
600.0,152,171.333133
-108.0,69,172.133082
607.0,145,173.703112
601.0,159,175.402857
605.0,147,176.983254
613.0,125,178.343119
613.0,137,179.823188
594.0,168,181.613072
627.0,111,182.832371
613.0,141,184.352414
618.0,112,185.58307
576.0,184,187.533341
633.0,101,188.65258
629.0,117,189.9365
598.0,144,191.485682
626.0,116,192.755545
616.0,134,194.206314
614.0,120,195.515785
608.0,128,196.905648
615.0,129,198.305884
618.0,112,199.53671
625.0,125,200.895764
611.0,133,202.335915
627.0,105,203.498675
614.0,136,204.979709
609.0,127,206.358742
631.0,111,207.578628
-54.0,134,209.028652
602.0,156,210.69951
606.0,150,212.308835
625.0,125,213.668884
622.0,114,214.91873
619.0,141,216.442043
603.0,137,217.922794
617.0,133,219.362584
611.0,123,220.711746
621.0,137,222.193831
-110.0,59,222.900142
625.0,117,224.180762
617.0,135,225.644025
628.0,124,226.993283
630.0,104,228.147211
-148.0,42,228.672312
625.0,119,229.974175
625.0,113,231.216563
628.0,102,232.34933
621.0,145,233.91168
618.0,132,235.341667
-144.0,39,235.842327
629.0,117,237.122067
642.0,126,238.501612
628.0,120,239.812171
634.0,114,241.061701
634.0,100,242.171261
627.0,111,243.391659
635.0,129,244.791375
651.0,111,246.011798
632.0,110,247.231916
635.0,105,248.39147
630.0,118,249.681791
624.0,126,251.051436
633.0,107,252.232039
637.0,107,253.411663
626.0,100,254.521809
636.0,96,255.592019
631.0,105,256.755059
638.0,106,257.92454
636.0,92,258.954582
637.0,121,260.275376
637.0,115,261.544731
-140.0,40,262.067879
637.0,109,263.274666
629.0,107,264.455868
634.0,104,265.60483
640.0,96,266.674372
647.0,107,267.853883
-138.0,39,268.358598
640.0,112,269.584638
643.0,109,270.784675
645.0,101,271.904485
626.0,120,273.21408
644.0,108,274.404883
645.0,101,275.524722
646.0,102,276.654958
637.0,117,277.934445
647.0,103,279.077715
633.0,123,280.419448
641.0,107,281.608876
630.0,106,282.781485
640.0,126,284.153426
659.0,99,285.255944
644.0,104,286.408226
642.0,90,287.42237
647.0,93,288.463934
634.0,110,289.679369
652.0,120,291.004282
644.0,102,292.144401
653.0,95,293.210321
651.0,97,294.381343
657.0,99,295.493566
644.0,114,296.748913
652.0,94,297.802582
645.0,97,298.873008
643.0,97,299.958667
661.0,99,301.054642
651.0,103,302.201384
649.0,101,303.334108
645.0,105,304.510859
654.0,94,305.577127
645.0,95,306.642701
648.0,108,307.829809
645.0,93,308.878848
653.0,95,309.939156
645.0,81,310.859855
650.0,90,311.869192
653.0,107,313.049304
648.0,90,314.059618
647.0,85,315.018912
648.0,94,316.069138
-78.0,72,316.900367
653.0,87,317.958951
655.0,77,318.839525
650.0,100,319.949112
653.0,109,321.1497
656.0,94,322.21032
658.0,98,323.299806
660.0,98,324.490017
657.0,87,325.479992
649.0,99,326.580138
653.0,91,327.609433
645.0,103,328.849057
657.0,93,329.890068
646.0,92,330.919898
656.0,86,331.889723
657.0,91,332.989896
653.0,85,333.949154
653.0,87,335.010684
647.0,85,335.969367
655.0,95,337.031915
652.0,88,338.103875
658.0,88,339.104835
649.0,91,340.207939
656.0,88,341.201047
646.0,86,342.183294
659.0,93,343.314451
656.0,86,344.285273
654.0,98,345.446991
651.0,95,346.50914
654.0,92,347.621268
657.0,83,348.566311
654.0,86,349.54113
640.0,78,350.524486
660.0,88,351.516704
650.0,84,352.578563
653.0,85,353.544163
654.0,84,354.511474
660.0,98,355.696216
650.0,92,356.732089
655.0,91,357.859048
660.0,86,358.845719
651.0,91,359.88167
647.0,77,360.843595
656.0,90,361.851116
652.0,80,362.869102
656.0,82,363.807083
658.0,88,364.824973
-52.0,112,366.16204
658.0,84,367.109606
649.0,101,368.328625
659.0,89,369.338429
658.0,90,370.367898
647.0,89,371.466283
636.0,110,372.687423
649.0,85,373.756492
660.0,96,374.827523
649.0,85,375.877056
670.0,104,377.027815
658.0,88,378.017546
646.0,74,378.947495
661.0,89,379.946863
659.0,99,381.056513
657.0,95,382.116744
667.0,107,383.296947
650.0,84,384.337599
663.0,101,385.457545
652.0,92,386.584298
658.0,94,387.627645
652.0,88,388.617596
661.0,93,389.736715
659.0,93,390.778225
657.0,95,391.8477
656.0,80,392.767174
657.0,85,393.726748
656.0,84,394.766706
622.0,124,396.116644
660.0,94,397.166787
647.0,107,398.436763
655.0,91,399.459975
649.0,87,400.528983
653.0,89,401.528877
639.0,97,402.690795
658.0,96,403.763059
655.0,95,404.822872
660.0,94,405.96447
661.0,95,407.038082
655.0,85,408.102246
652.0,106,409.27765
648.0,84,410.346462
658.0,98,411.442724
-146.0,35,411.909143
-42.0,150,413.611857
656.0,98,414.705717
637.0,95,415.850575
656.0,100,416.968547
577.0,169,418.862831
664.0,108,420.049439
653.0,93,421.18663
658.0,88,422.193341
663.0,99,423.409908
653.0,91,424.446862
658.0,94,425.505372
662.0,90,426.564615
641.0,107,427.753508
639.0,81,428.771708
661.0,97,429.872012
652.0,84,430.83523
650.0,94,431.945811
653.0,91,432.97582
643.0,97,434.145353
660.0,84,435.097515
658.0,102,436.249542
650.0,80,437.251309
660.0,96,438.356408
658.0,88,439.458197
653.0,99,440.572526
659.0,93,441.63592
-72.0,80,442.661677
654.0,86,443.624529
-104.0,66,444.485856
653.0,85,445.449447
657.0,103,446.609628
657.0,91,447.671075
654.0,104,448.83092
-78.0,200,451.051608
652.0,92,452.09212
660.0,94,453.150623
640.0,130,454.581292
653.0,85,455.601064
658.0,94,456.661249
664.0,98,457.853553
656.0,106,459.021735
-62.0,83,459.983205
661.0,97,461.141179
650.0,82,462.069878
659.0,89,463.160167
-88.0,66,463.943216
-138.0,200,466.15314
659.0,89,467.173492
651.0,87,468.23193
656.0,86,469.232128
558.0,196,471.402303
661.0,87,472.403318
653.0,91,473.526207
656.0,86,474.50847
659.0,97,475.591744
645.0,71,476.501692
658.0,98,477.602877
653.0,81,478.524842
659.0,93,479.56891
651.0,87,480.564289
-8.0,175,482.521477
652.0,88,483.517132
653.0,83,484.563798
658.0,86,485.54839
653.0,91,486.607876
651.0,83,487.562187
651.0,105,488.73053
645.0,83,489.765652
656.0,94,490.824531
651.0,73,491.675119
-86.0,111,492.973105
649.0,79,493.894619
-30.0,157,495.716066
662.0,92,496.742656
650.0,98,497.932888
655.0,103,499.094386
653.0,97,500.278083
655.0,91,501.29266
-116.0,142,502.912522
654.0,92,503.943194
607.0,155,505.705016
648.0,96,506.771509
646.0,108,507.964211
645.0,71,508.8948
-136.0,35,509.392657
653.0,87,510.37397
643.0,93,511.519272
651.0,91,512.586156
-138.0,200,514.837894
652.0,86,515.802563
650.0,80,516.832623
-136.0,38,517.345253
611.0,151,519.061708
658.0,96,520.13176
-86.0,70,520.944586
645.0,77,521.911428
-94.0,65,522.684742
653.0,83,523.71067
-166.0,200,525.833444
658.0,88,526.901577
658.0,94,527.973344
660.0,96,529.15304
665.0,105,530.333198
647.0,89,531.34505
663.0,99,532.523535
653.0,83,533.473544
643.0,103,534.703167
656.0,84,535.664915
647.0,97,536.856038
656.0,88,537.867531
-144.0,200,540.07813
661.0,89,541.134503
-64.0,200,543.33425
657.0,99,544.45743
616.0,134,545.977861
658.0,88,547.033031
660.0,98,548.14858
659.0,83,549.09184
582.0,174,551.037786
661.0,97,552.142024
657.0,97,553.244202
657.0,105,554.418019
-134.0,47,555.124646
661.0,93,556.168941
660.0,92,557.205783
659.0,93,558.341609
587.0,151,560.073667
655.0,99,561.168905
622.0,134,562.627262
658.0,90,563.666527
-82.0,76,564.564906
-44.0,115,565.922061
660.0,110,567.150998
657.0,91,568.281921
-74.0,121,569.61298
-54.0,87,570.715665
-146.0,200,572.848684
649.0,93,573.995592
-76.0,128,575.409281
649.0,93,576.531041
655.0,107,577.742207
-114.0,64,578.589232
642.0,124,579.960137
656.0,88,581.036914
657.0,101,582.18047
659.0,89,583.209178
-226.0,200,585.434175
657.0,91,586.565355
-220.0,200,588.703955
664.0,102,589.853063
-78.0,89,590.863524
659.0,87,591.937113
657.0,93,593.000723
611.0,141,594.623448
-136.0,200,596.838111
659.0,93,597.893122
651.0,113,599.236649
662.0,98,600.346989
648.0,100,601.566691
625.0,123,602.919292
616.0,146,604.579381
649.0,103,605.737396
652.0,86,606.808904
658.0,102,607.958686
595.0,165,609.838987
658.0,108,611.051829
596.0,142,612.691147
658.0,98,613.781154
-80.0,72,614.734113
656.0,88,615.739525
-94.0,78,616.73272
595.0,147,618.329224
-88.0,72,619.247305
659.0,93,620.302162
-82.0,76,621.186617
661.0,87,622.258638
661.0,95,623.317528
647.0,87,624.410029
580.0,178,626.328891
654.0,86,627.380631
563.0,187,629.36193
658.0,88,630.398171
665.0,105,631.59527
649.0,87,632.710671
666.0,96,633.794098
-76.0,93,634.973376
661.0,97,636.0477
660.0,92,637.096141
-86.0,73,638.069098
662.0,90,639.106584
666.0,84,640.145067
655.0,91,641.193788
650.0,90,642.303735
653.0,91,643.335531
-78.0,73,644.189366
664.0,106,645.439808
656.0,108,646.651633
651.0,89,647.755448
-76.0,121,649.092113
656.0,92,650.165304
-76.0,75,651.16249
653.0,97,652.255135
-84.0,75,653.241205
656.0,88,654.24657
-80.0,75,655.134097
644.0,90,656.252167
-86.0,75,657.139719
-72.0,116,658.500119
-74.0,75,659.38075
653.0,99,660.491169
-82.0,95,661.592896
667.0,97,662.703646
-102.0,60,663.545825
663.0,107,664.793693
-78.0,85,665.868519
657.0,103,667.053536
-120.0,78,668.063936
660.0,108,669.297645
-74.0,80,670.235487
656.0,96,671.332168
-78.0,107,672.599534
649.0,91,673.766715
-78.0,75,674.647107
-80.0,79,675.627273
-146.0,31,676.088706
655.0,101,677.216653
-116.0,60,678.037831
668.0,106,679.205327
-86.0,71,680.045912
658.0,94,681.225913
-76.0,74,682.139755
-106.0,63,682.965908
-84.0,69,683.776558
659.0,119,685.075885
-78.0,92,686.197256
658.0,114,687.486192
-104.0,59,688.278935
664.0,100,689.388386
615.0,139,690.980945
664.0,102,692.132748
-110.0,58,692.933492
641.0,107,694.114689
-110.0,200,696.340167
664.0,100,697.544243
664.0,110,698.78043
650.0,102,699.956129
-82.0,70,700.77373
661.0,107,701.993763
-78.0,75,702.992218
659.0,109,704.189118
-82.0,73,705.040156
650.0,100,706.250093
665.0,97,707.349483
654.0,96,708.508845
-82.0,71,709.383309
660.0,108,710.569
-86.0,75,711.539464
664.0,106,712.705646
-84.0,73,713.592888
661.0,103,714.756401
-102.0,63,715.605773
662.0,96,716.708601
-104.0,59,717.515732
665.0,93,718.570755
-74.0,74,719.552722
-72.0,81,720.562779
-86.0,70,721.369679
-108.0,60,722.184298
-102.0,59,722.972479
665.0,97,724.089428
-80.0,73,725.049633
648.0,94,726.204278
-80.0,72,727.130288
-98.0,74,728.188423
-104.0,58,729.01427
-50.0,143,730.701508
-82.0,77,731.698753
-116.0,50,732.423095
-86.0,73,733.268417
648.0,90,734.496331
-76.0,77,735.416692
-72.0,76,736.523324
-84.0,71,737.440192
664.0,102,738.655688
-100.0,62,739.499065
652.0,90,740.6035
-84.0,72,741.54445
-108.0,57,742.327884
-104.0,59,743.132004
-112.0,54,743.902382
-82.0,74,744.769541
-116.0,52,745.544427
-102.0,61,746.353737
657.0,89,747.470508
-76.0,78,748.400572
665.0,97,749.590635
-94.0,69,750.568899
656.0,92,751.663214
-88.0,69,752.652951
-36.0,107,753.953329
-90.0,70,754.789143
656.0,90,755.921197
-68.0,86,757.065933
665.0,103,758.311487
-84.0,74,759.289922
-82.0,72,760.216305
-104.0,63,761.042471
-68.0,94,762.304726
-78.0,78,763.190161
661.0,103,764.466261
-84.0,71,765.393947
-134.0,41,766.033525
-20.0,137,767.771001
663.0,111,769.099478
-86.0,71,769.939565
-106.0,57,770.807077
-114.0,57,771.635142
669.0,103,772.783259
22.0,178,774.963257
663.0,105,776.298894
-78.0,74,777.256066
-74.0,82,778.187494
-82.0,74,779.07004
653.0,91,780.316862
-86.0,72,781.197234
652.0,88,782.284272
-78.0,72,783.230859
650.0,88,784.450473
-72.0,75,785.445136
652.0,94,786.598699
-84.0,72,787.474216
654.0,90,788.714168
-112.0,48,789.426948
666.0,110,790.641345
-82.0,70,791.593271
660.0,94,792.753178
-108.0,58,793.572595
646.0,88,794.878045
663.0,103,796.137194
656.0,102,797.385959
-84.0,69,798.359327
666.0,100,799.458857
-78.0,81,800.526594
660.0,96,801.755626
14.0,138,803.529348
-112.0,47,804.248202
-56.0,200,806.706655
656.0,88,807.847618
-76.0,74,808.73389
-42.0,106,810.112256
-118.0,60,811.01268
659.0,97,812.293002
-106.0,54,813.05201
659.0,93,814.172947
-88.0,69,815.13429
668.0,106,816.352515
-82.0,71,817.284489
674.0,106,818.533227
-84.0,68,819.482703
-100.0,59,820.280568
-14.0,121,821.829266
-54.0,83,822.885633
-92.0,61,823.719015
665.0,99,824.870327
-80.0,75,825.863644
652.0,100,827.159641
-118.0,44,827.71543
654.0,110,829.17232
-80.0,72,830.130202
652.0,104,831.5022
-118.0,50,832.319017
-78.0,71,833.265895
-150.0,29,833.716455
661.0,105,835.1462
-108.0,57,835.947857
644.0,88,837.165164
-80.0,74,838.069064
-92.0,72,839.053308
-86.0,78,839.993775
642.0,78,841.115628
-106.0,50,841.753885
637.0,79,842.889539
-106.0,56,843.675456
661.0,119,845.103735
-122.0,42,845.675077
-54.0,88,846.852131
657.0,91,848.140422
-80.0,67,849.098302
-78.0,72,850.022837
669.0,107,851.397415
-108.0,60,852.229958
647.0,81,853.376832
649.0,119,854.877268
658.0,110,856.407305
6.0,170,858.555506
656.0,110,859.983965
-106.0,57,860.783496
649.0,87,861.978715
-6.0,131,863.677017
-66.0,97,864.764772
-46.0,103,866.116322
658.0,90,867.282855
-58.0,92,868.563109
637.0,109,870.043698
-110.0,55,870.848064
653.0,95,872.197562
-28.0,119,873.858382
662.0,114,875.323152
-82.0,80,876.370083
-54.0,100,877.770952
668.0,106,879.249831
670.0,116,880.880721
-90.0,66,881.881169
677.0,89,883.143481
-92.0,70,884.299179
-68.0,75,885.315181
-104.0,60,886.164449
654.0,92,887.474979
-82.0,71,888.477163
644.0,84,889.665945
-82.0,74,890.716424
-58.0,77,891.767888
-16.0,112,893.250263
658.0,92,894.655482
-106.0,59,895.488693
651.0,89,896.802037
-48.0,200,899.543967
651.0,87,900.719169
-84.0,74,901.690058
652.0,104,903.156783
-106.0,59,904.045289
-108.0,52,904.817173
-86.0,67,905.800807
660.0,112,907.278622
-84.0,72,908.419372
652.0,92,909.676072
-82.0,68,910.669145
-52.0,93,911.866816
-80.0,77,913.088129
-118.0,42,913.850135
-76.0,74,914.906128
663.0,107,916.292025
-78.0,69,917.31582
-56.0,107,918.829076
665.0,103,920.07163
651.0,85,921.333628
-32.0,200,923.850642
660.0,92,925.049577
-102.0,62,925.973859
657.0,89,927.197662
-102.0,60,928.052891
661.0,111,929.465101
-82.0,71,930.461084
659.0,107,931.902229
-78.0,75,932.934567
664.0,116,934.571706
-76.0,72,935.723597
648.0,80,936.885999
-78.0,71,937.861839
656.0,100,939.218161
-70.0,73,940.354428
669.0,101,941.782629
652.0,92,943.096718
644.0,94,944.45611
-104.0,59,945.306362
671.0,105,946.670095
-64.0,83,947.903358
665.0,117,949.48129
664.0,100,950.871612
652.0,106,952.38689
-130.0,200,954.970726
648.0,84,956.129946
-106.0,60,957.056393
-90.0,66,958.029875
6.0,146,959.956775
661.0,97,961.267142
652.0,90,962.548108
648.0,94,963.800126
-82.0,73,964.864578
656.0,92,966.102485
-74.0,76,967.212879
653.0,99,968.584955
645.0,89,969.88707
661.0,99,971.27717
-70.0,79,972.426014
664.0,108,973.949229
-104.0,62,974.950726
-26.0,112,976.476281
-98.0,61,977.357573
657.0,93,978.787389
665.0,95,980.119081
668.0,120,981.704581
-92.0,64,982.653414
-54.0,107,984.103603
-72.0,83,985.24372
669.0,103,986.873269
664.0,98,988.345247
662.0,114,989.994364
-78.0,72,991.128989
675.0,111,992.677691
-102.0,66,993.739053
677.0,111,995.23751
662.0,106,996.698639
660.0,94,998.012573
-102.0,64,999.020388
655.0,101,1000.531102
663.0,91,1002.001045
648.0,94,1003.473945
652.0,94,1004.866854
658.0,90,1006.160842
669.0,111,1007.723685
657.0,91,1009.047149
657.0,107,1010.694136
654.0,102,1012.212165
-112.0,58,1013.169299
668.0,102,1014.644308
660.0,108,1016.253285
645.0,93,1017.672705
-72.0,75,1018.823606
651.0,91,1020.146626
-100.0,66,1021.252246
612.0,138,1023.268324
-58.0,92,1024.57301
22.0,187,1027.331131
-74.0,78,1028.498459
678.0,110,1030.079334
647.0,97,1031.510026
668.0,114,1033.279828
-76.0,76,1034.396978
648.0,88,1035.692559
650.0,96,1037.118574
651.0,87,1038.408266
648.0,86,1039.707225
648.0,186,1042.452917
-80.0,75,1043.662426
-112.0,46,1044.444187
-68.0,79,1045.490928
-108.0,58,1046.543544
667.0,105,1048.142912
650.0,94,1049.545566
667.0,109,1051.076411
644.0,128,1052.88825
664.0,112,1054.536381
-116.0,53,1055.535015
657.0,103,1057.042925
670.0,118,1058.777283
666.0,112,1060.332777
-66.0,77,1061.572304
653.0,89,1062.937696
662.0,104,1064.446933
671.0,105,1066.04594
670.0,108,1067.578384
659.0,103,1069.094903
665.0,93,1070.417709
-160.0,34,1071.062569
664.0,116,1072.770304
653.0,97,1074.202558
667.0,107,1075.761485
660.0,114,1077.505501
662.0,94,1078.979259
-146.0,33,1079.531747
644.0,98,1080.982765
664.0,104,1082.586257
668.0,106,1084.087177
657.0,99,1085.655268
663.0,97,1087.131042
665.0,105,1088.663666
664.0,106,1090.262269
-106.0,56,1091.191588
662.0,94,1092.670815
664.0,106,1094.28469
660.0,90,1095.635806
653.0,111,1097.355104
666.0,110,1099.016632
666.0,112,1100.610324
666.0,104,1102.36394
660.0,96,1103.861121
672.0,102,1105.468689
660.0,94,1106.84794
656.0,88,1108.228428
665.0,109,1109.810703
672.0,108,1111.537637
-24.0,200,1114.433762
671.0,109,1116.082343
654.0,108,1117.64667
663.0,107,1119.443407
666.0,102,1120.980336
646.0,78,1122.359555
666.0,112,1124.103203
657.0,97,1125.610307
652.0,90,1127.074515
685.0,97,1128.609723
660.0,100,1130.256311
651.0,85,1131.722742
666.0,122,1133.674685
652.0,96,1135.399054
654.0,88,1136.928951
677.0,109,1138.694603
659.0,105,1140.48679
652.0,90,1142.071858
-34.0,200,1145.552338
619.0,93,1147.194494
-96.0,66,1148.469675
669.0,99,1150.171299
-112.0,59,1151.461449
-134.0,43,1152.387961
-108.0,58,1153.400238
671.0,115,1155.319512
643.0,79,1156.713801
648.0,104,1158.431475
659.0,113,1160.162733
672.0,118,1162.10709
-56.0,103,1164.018847
641.0,81,1165.583594
-58.0,131,1167.969265
672.0,106,1169.947317
-80.0,73,1171.292902
652.0,88,1172.91931
655.0,109,1174.807091
672.0,112,1176.701131
631.0,77,1178.170968
674.0,130,1180.45895
654.0,98,1182.241192
663.0,103,1184.051312
661.0,109,1186.002643
647.0,95,1187.484104
662.0,108,1189.300123
663.0,117,1191.355078
-104.0,200,1194.788891
676.0,196,1198.234129
-16.0,134,1200.463839
639.0,103,1202.267157
-58.0,200,1205.189452
666.0,112,1206.910549
643.0,87,1208.541658
657.0,97,1210.311707
649.0,91,1211.891081
665.0,107,1213.717545
583.0,153,1216.457517
-120.0,47,1217.427267
644.0,100,1219.082725
2.0,149,1221.629184
630.0,68,1222.864518
653.0,91,1224.393487
649.0,77,1225.662832
635.0,117,1227.666664
618.0,86,1229.264124
659.0,113,1231.25735
-60.0,200,1234.770181
651.0,81,1236.25616
-34.0,139,1238.64472
666.0,112,1240.677318
662.0,92,1242.387438
-88.0,71,1243.849123
-124.0,51,1244.888337
666.0,116,1246.926291
662.0,120,1248.90138
659.0,101,1250.639606
645.0,85,1252.170138
-38.0,200,1255.52732
639.0,77,1256.979446
-106.0,55,1258.080282
669.0,97,1259.644695
660.0,100,1261.301455
-100.0,58,1262.37477
-86.0,72,1263.766657
-124.0,45,1264.761508
