#{"t_start": 1779749977.0241246, "env_id": "None"}
r,l,t
651.0,99,294.877571
644.0,108,296.072
650.0,82,297.006269
646.0,104,298.162714
646.0,110,299.387676
639.0,93,300.514015
657.0,91,301.550308
638.0,108,302.751408
645.0,87,303.737807
652.0,92,304.775363
639.0,117,306.049776
648.0,98,307.147382
645.0,89,308.14961
637.0,107,309.336274
654.0,98,310.452771
650.0,90,311.465139
648.0,114,312.715258
649.0,81,313.635183
661.0,101,314.755214
654.0,110,315.965443
665.0,107,317.146348
667.0,103,318.286066
666.0,114,319.536179
660.0,96,320.615086
661.0,121,321.946049
655.0,111,323.246329
664.0,128,324.646392
659.0,99,325.756265
658.0,100,326.875931
661.0,101,328.006331
650.0,116,329.286189
642.0,102,330.50512
659.0,91,331.526118
649.0,89,332.526319
616.0,144,334.085533
660.0,96,335.235518
656.0,106,336.405541
653.0,99,337.505657
645.0,73,338.415488
635.0,101,339.535591
650.0,90,340.626081
646.0,98,341.725088
597.0,135,343.286358
652.0,98,344.386488
657.0,95,345.446385
641.0,103,346.64561
648.0,102,347.775656
636.0,74,348.70568
649.0,97,349.789208
649.0,79,350.780044
646.0,102,351.910857
649.0,85,352.882767
641.0,93,354.013961
660.0,90,355.027678
643.0,97,356.178693
652.0,84,357.133019
661.0,93,358.17891
646.0,84,359.202793
633.0,137,360.687895
655.0,103,361.924142
658.0,100,363.040674
641.0,79,364.032447
651.0,95,365.099485
654.0,94,366.165344
638.0,98,367.318473
645.0,99,368.416554
629.0,123,369.852712
654.0,94,370.920239
637.0,81,371.915569
656.0,92,372.953342
652.0,104,374.110806
646.0,80,375.10776
664.0,94,376.16601
657.0,101,377.372611
636.0,118,378.672931
-102.0,200,380.90985
-46.0,113,382.259471
653.0,87,383.235393
660.0,94,384.305105
650.0,84,385.351465
658.0,84,386.302394
655.0,93,387.35242
594.0,158,389.135068
649.0,79,390.118679
657.0,91,391.144562
656.0,92,392.174851
639.0,89,393.245082
656.0,92,394.275032
636.0,108,395.565015
652.0,82,396.495842
635.0,113,397.745871
656.0,92,398.775898
653.0,127,400.157913
648.0,88,401.237161
655.0,103,402.377151
-22.0,200,404.566938
659.0,93,405.618245
658.0,90,406.666894
655.0,105,407.826065
645.0,89,408.907021
652.0,108,410.098058
656.0,100,411.297304
657.0,99,412.397136
-34.0,200,414.588285
611.0,145,416.158307
649.0,83,417.187877
663.0,105,418.357134
645.0,99,419.540998
649.0,107,420.729875
660.0,96,421.899793
658.0,110,423.122699
663.0,97,424.204012
662.0,116,425.489204
660.0,90,426.511425
601.0,135,428.066736
660.0,92,429.102656
655.0,91,430.236225
644.0,96,431.323065
632.0,96,432.497954
651.0,99,433.602558
663.0,99,434.728394
649.0,81,435.747345
658.0,94,436.801244
-110.0,200,439.038642
604.0,128,440.514781
652.0,88,441.514062
659.0,99,442.611202
643.0,87,443.686291
661.0,109,444.906278
647.0,97,446.07162
646.0,120,447.401377
659.0,103,448.650169
648.0,110,449.870511
646.0,80,450.880441
663.0,99,451.977419
659.0,93,453.028226
654.0,84,454.107333
661.0,103,455.280812
644.0,102,456.524817
655.0,85,457.516513
-120.0,200,459.73704
669.0,117,461.031089
647.0,107,462.324805
666.0,102,463.488255
659.0,95,464.638118
659.0,99,465.748498
654.0,94,466.889826
657.0,101,468.018348
601.0,143,469.677094
655.0,85,470.658748
663.0,111,471.878738
653.0,101,473.098682
652.0,94,474.167962
-18.0,200,476.366588
653.0,111,477.69888
651.0,101,478.879212
660.0,94,479.938177
640.0,96,481.088166
603.0,153,482.728922
-100.0,64,483.573766
654.0,106,484.74427
-30.0,200,486.933761
655.0,93,487.982793
654.0,94,489.062401
646.0,100,490.172516
651.0,87,491.246044
658.0,106,492.428651
659.0,95,493.581471
642.0,112,494.822549
662.0,94,495.892648
622.0,140,497.46366
660.0,100,498.583499
639.0,91,499.713983
667.0,115,500.989637
648.0,78,501.983822
-92.0,68,502.778004
649.0,105,503.951861
657.0,95,505.107644
580.0,150,506.807555
657.0,91,507.830902
655.0,89,508.848047
647.0,87,509.924733
640.0,120,511.262121
643.0,111,512.597686
547.0,177,514.585006
657.0,99,515.692848
661.0,93,516.751947
636.0,72,517.701521
650.0,96,518.790769
653.0,91,519.908552
644.0,108,521.105767
648.0,88,522.117208
560.0,186,524.218628
-44.0,200,526.419308
664.0,104,527.591533
653.0,95,528.761492
647.0,113,530.026488
657.0,95,531.197946
589.0,173,533.051471
657.0,99,534.171278
570.0,160,535.984368
654.0,96,537.050621
655.0,111,538.285988
661.0,105,539.462909
553.0,185,541.525588
655.0,103,542.682439
659.0,99,543.904465
652.0,98,544.985509
660.0,102,546.12684
654.0,88,547.196354
584.0,142,548.827078
659.0,89,549.825595
601.0,145,551.487978
661.0,101,552.626912
662.0,92,553.65729
-106.0,61,554.467705
666.0,102,555.635676
644.0,82,556.660434
616.0,136,558.136636
652.0,78,559.132001
658.0,90,560.155763
658.0,92,561.216758
659.0,93,562.33532
652.0,96,563.407242
-108.0,54,564.143557
653.0,87,565.13571
658.0,98,566.23923
645.0,87,567.31795
664.0,94,568.39401
-40.0,200,570.592693
664.0,98,571.685811
645.0,113,573.018764
663.0,93,574.06072
-110.0,57,574.839207
659.0,97,575.910311
655.0,89,576.922647
643.0,81,577.94453
661.0,99,579.061612
-172.0,200,581.266785
656.0,102,582.403702
571.0,179,584.399989
656.0,116,585.767353
575.0,169,587.575952
4.0,152,589.315264
665.0,107,590.511169
648.0,88,591.590915
588.0,154,593.251738
659.0,93,594.340957
619.0,137,595.847397
652.0,102,597.055557
665.0,111,598.296974
651.0,85,599.366629
660.0,100,600.47852
663.0,97,601.567312
649.0,85,602.549692
658.0,104,603.712332
657.0,95,604.86359
653.0,105,606.077956
658.0,102,607.332602
659.0,97,608.44321
-46.0,96,609.635216
663.0,107,610.81602
662.0,98,611.94338
664.0,96,613.057419
656.0,110,614.28526
638.0,102,615.53542
657.0,101,616.662948
-110.0,54,617.409087
663.0,97,618.488525
661.0,101,619.629315
563.0,169,621.54063
659.0,101,622.80183
660.0,108,624.002031
653.0,91,625.151651
-86.0,72,625.994849
654.0,100,627.112163
639.0,97,628.283429
661.0,93,629.344456
592.0,160,631.153691
659.0,97,632.245332
643.0,93,633.3938
646.0,108,634.595496
-62.0,102,635.847268
665.0,101,636.963714
640.0,118,638.384094
663.0,103,639.535161
646.0,116,640.893968
657.0,99,642.034333
662.0,98,643.283789
652.0,96,644.356525
-84.0,73,645.199943
-34.0,135,646.750779
658.0,106,647.942097
-106.0,65,648.786568
657.0,107,650.06853
-106.0,57,650.844087
656.0,110,652.069901
661.0,93,653.11775
603.0,171,655.071961
658.0,108,656.387146
658.0,96,657.46547
654.0,108,658.781316
651.0,89,659.798672
659.0,107,660.995441
644.0,84,662.06497
647.0,107,663.253623
-4.0,150,665.003031
660.0,98,666.12442
646.0,96,667.305965
656.0,104,668.465617
-102.0,63,669.348375
661.0,109,670.559573
651.0,101,671.749664
-146.0,47,672.446533
-86.0,67,673.229183
662.0,106,674.413017
664.0,98,675.528667
655.0,105,676.702187
665.0,105,677.988087
660.0,116,679.27502
-112.0,50,680.010921
-84.0,69,680.808627
627.0,145,682.42015
651.0,103,683.684391
622.0,122,685.050444
-80.0,72,685.92481
654.0,112,687.174294
654.0,94,688.343089
662.0,100,689.467709
659.0,103,690.741143
662.0,102,691.885205
-8.0,140,693.533446
643.0,113,694.785947
660.0,94,695.865868
610.0,138,697.440275
656.0,98,698.601711
603.0,155,700.37123
661.0,105,701.601763
-86.0,71,702.432178
-32.0,200,704.580898
-108.0,55,705.347477
661.0,103,706.481346
663.0,101,707.601798
-34.0,200,709.881758
-88.0,70,710.812719
662.0,98,711.931261
660.0,96,713.001007
663.0,103,714.2742
663.0,101,715.433209
648.0,84,716.494584
-86.0,69,717.305795
642.0,94,718.476192
657.0,99,719.5775
660.0,98,720.781899
654.0,104,721.962363
-80.0,77,722.854862
-110.0,60,723.65881
661.0,99,724.783972
653.0,111,726.115271
657.0,91,727.142895
-82.0,77,728.049996
-82.0,75,729.016497
665.0,103,730.16369
608.0,148,731.875576
655.0,103,733.055399
-104.0,60,733.884058
663.0,99,735.010603
647.0,89,736.110423
623.0,123,737.464215
660.0,90,738.594973
668.0,108,739.828733
660.0,102,741.036397
657.0,95,742.151501
652.0,92,743.222634
659.0,99,744.4324
660.0,96,745.501451
-74.0,72,746.414471
655.0,93,747.602607
650.0,110,748.834058
663.0,99,750.093121
-80.0,71,751.047399
656.0,100,752.313837
635.0,123,753.7717
664.0,110,755.115557
-80.0,81,756.062652
657.0,103,757.222088
-76.0,76,758.160419
655.0,95,759.317849
659.0,119,760.744156
-98.0,66,761.63584
-104.0,59,762.423378
650.0,88,763.620904
-94.0,62,764.431434
650.0,88,765.549789
645.0,81,766.614176
658.0,108,767.897311
649.0,87,769.067715
-156.0,27,769.493641
661.0,99,770.645303
661.0,111,772.078224
656.0,110,773.518788
-78.0,75,774.400022
653.0,91,775.578243
-8.0,150,777.440497
-30.0,109,778.780217
652.0,84,779.827879
660.0,102,781.149078
-16.0,143,782.922
648.0,80,783.950605
-96.0,64,784.907253
661.0,97,786.085314
647.0,85,787.135047
669.0,103,788.31563
-86.0,70,789.330011
-108.0,55,790.118915
663.0,99,791.240246
659.0,113,792.623565
639.0,97,793.817764
654.0,116,795.28411
642.0,92,796.450331
665.0,93,797.529032
655.0,107,798.945
641.0,85,799.991834
657.0,105,801.338832
658.0,86,802.548335
-110.0,55,803.336299
-112.0,51,804.099621
-82.0,73,804.936232
646.0,82,806.12064
659.0,111,807.367788
662.0,106,808.559421
649.0,83,809.697876
-84.0,72,810.55501
665.0,101,811.907466
-100.0,60,812.713999
-72.0,75,813.769302
650.0,88,814.906845
-104.0,64,815.772218
-122.0,57,816.589393
665.0,97,817.795985
-82.0,70,818.825675
-70.0,79,819.80383
632.0,76,820.901269
-76.0,83,821.895169
-106.0,57,822.717944
12.0,138,824.547978
661.0,107,825.963307
648.0,112,827.34013
664.0,104,828.624057
-70.0,88,829.828521
663.0,97,830.968125
-84.0,70,831.988717
661.0,105,833.256181
-92.0,68,834.273581
670.0,102,835.450103
-96.0,67,836.372398
666.0,104,837.573443
663.0,109,839.054531
651.0,95,840.275683
-98.0,63,841.115309
649.0,105,842.451843
661.0,97,843.786165
644.0,76,844.867193
651.0,87,845.966804
646.0,86,847.076826
-108.0,52,848.040545
-74.0,82,849.059479
661.0,101,850.31452
616.0,98,851.669055
657.0,109,852.989086
648.0,108,854.35199
-118.0,62,855.214328
638.0,120,856.764881
-52.0,94,858.031238
-84.0,76,859.096712
-40.0,200,861.58729
645.0,113,863.070554
643.0,83,864.2135
-78.0,79,865.153082
-90.0,73,866.220623
658.0,102,867.522061
645.0,83,868.708423
-78.0,76,869.636144
663.0,103,870.963078
-88.0,69,871.944422
-68.0,90,872.990515
-88.0,71,874.028306
-86.0,90,875.229786
652.0,88,876.435113
664.0,98,877.628572
-80.0,77,878.557877
-74.0,80,879.629576
-80.0,80,880.665281
633.0,87,881.873919
663.0,117,883.347963
40.0,177,885.590667
-106.0,64,886.497482
8.0,142,888.439309
-112.0,56,889.221589
654.0,96,890.395025
677.0,99,891.663131
-70.0,82,892.836532
-112.0,51,893.611315
658.0,96,894.896551
640.0,80,896.097121
655.0,95,897.430423
666.0,108,899.000645
28.0,147,900.857968
-74.0,77,901.883127
-88.0,66,902.910005
669.0,111,904.329504
661.0,111,905.728488
-82.0,71,906.815915
-118.0,43,907.494989
653.0,105,908.726918
-76.0,78,909.762007
658.0,102,911.228801
667.0,99,912.551779
668.0,110,914.010754
643.0,75,915.139705
660.0,96,916.392137
-106.0,60,917.350153
660.0,114,918.922902
-76.0,74,920.090231
653.0,95,921.431702
660.0,108,922.816863
-82.0,72,923.905267
-122.0,49,924.717216
-78.0,76,925.655386
628.0,86,926.927197
-80.0,76,928.051596
654.0,88,929.262357
-74.0,75,930.291723
-104.0,55,931.209752
663.0,111,932.602392
-64.0,86,933.702988
650.0,84,934.82565
665.0,107,936.317741
-108.0,58,937.167982
-36.0,200,939.98492
-84.0,69,940.908997
38.0,178,943.160281
-82.0,72,944.375989
-116.0,48,945.188533
-22.0,117,946.773512
-138.0,34,947.260895
665.0,95,948.668234
-110.0,51,949.426815
-84.0,72,950.337973
659.0,103,951.741497
-102.0,62,952.619553
661.0,103,954.011686
644.0,84,955.382362
664.0,110,956.853059
-128.0,42,957.522758
-8.0,123,959.340662
-76.0,74,960.232988
671.0,103,961.635668
-132.0,40,962.201115
58.0,182,964.542161
662.0,104,965.870733
667.0,107,967.347405
666.0,112,968.757219
-74.0,75,969.80965
652.0,90,971.230715
665.0,115,972.781769
-82.0,74,973.852198
652.0,92,975.114182
648.0,96,976.479802
659.0,107,977.961405
658.0,94,979.256036
-106.0,60,980.214474
669.0,109,981.632256
642.0,92,982.92275
657.0,95,984.243373
646.0,96,985.583639
655.0,95,986.847298
647.0,83,988.051153
656.0,90,989.342178
-74.0,75,990.458685
652.0,108,992.000273
643.0,123,993.693129
660.0,110,995.178771
662.0,116,996.678889
-62.0,81,997.863445
4.0,132,999.551455
669.0,103,1000.950311
-104.0,76,1002.042211
32.0,172,1004.310009
662.0,110,1005.915032
657.0,99,1007.352646
659.0,103,1008.887073
-110.0,60,1009.839758
652.0,100,1011.360896
-82.0,71,1012.52619
658.0,104,1014.112991
-110.0,59,1015.058488
651.0,93,1016.469533
-106.0,63,1017.457834
652.0,92,1018.793075
-106.0,58,1019.789419
671.0,105,1021.268026
658.0,110,1022.780474
656.0,106,1024.353263
-150.0,29,1024.932331
658.0,96,1026.304965
-110.0,56,1027.262859
665.0,101,1028.730989
673.0,121,1030.387252
663.0,99,1031.930626
661.0,117,1033.567188
661.0,101,1035.059281
-100.0,60,1036.037415
651.0,105,1037.589403
666.0,108,1039.109593
645.0,95,1040.489451
673.0,101,1041.93315
656.0,96,1043.305842
670.0,106,1044.84852
665.0,93,1046.246072
672.0,108,1047.761384
8.0,164,1050.037814
-66.0,82,1051.348416
-100.0,56,1052.184987
-76.0,75,1053.254297
-76.0,75,1054.402432
650.0,102,1055.87653
655.0,111,1057.468835
-80.0,80,1058.672321
663.0,117,1060.466045
-118.0,42,1061.256585
650.0,102,1062.728026
-80.0,77,1063.907224
657.0,107,1065.46983
-78.0,74,1066.637146
-24.0,119,1068.433004
-78.0,74,1069.558131
-116.0,51,1070.423175
-118.0,44,1071.247665
10.0,149,1073.36509
-152.0,27,1073.850927
-64.0,88,1075.13749
-68.0,78,1076.343097
654.0,98,1077.824383
651.0,91,1079.217306
-140.0,34,1079.85925
-78.0,80,1080.996407
660.0,100,1082.399751
-68.0,88,1083.643878
644.0,82,1084.940869
-100.0,64,1085.910542
646.0,92,1087.311189
-106.0,58,1088.320964
663.0,109,1089.912137
-106.0,65,1090.946854
646.0,94,1092.434276
661.0,107,1093.934896
-98.0,61,1094.898376
660.0,96,1096.284574
-104.0,64,1097.303792
-80.0,76,1098.525171
-106.0,62,1099.589726
-106.0,58,1100.541592
665.0,119,1102.233766
-72.0,80,1103.417119
650.0,100,1104.937801
-84.0,73,1106.145946
-70.0,85,1107.454378
664.0,108,1109.075131
662.0,122,1110.922889
-72.0,76,1112.10548
663.0,107,1113.670767
-74.0,77,1114.881533
672.0,112,1116.575899
663.0,101,1118.164024
662.0,100,1119.716697
-76.0,77,1120.959771
666.0,102,1122.58906
662.0,100,1124.049535
-182.0,13,1124.425418
674.0,108,1125.977875
655.0,87,1127.341965
-108.0,58,1128.254059
-132.0,37,1128.883693
655.0,95,1130.301304
645.0,97,1131.752748
662.0,120,1133.483125
-120.0,49,1134.352652
-96.0,82,1135.678904
657.0,101,1137.195661
-74.0,74,1138.370995
-96.0,71,1139.579082
-44.0,126,1141.571447
661.0,93,1142.930001
-70.0,77,1144.083921
660.0,112,1145.800596
-116.0,55,1146.74402
-60.0,93,1148.221987
-86.0,72,1149.382591
-76.0,74,1150.58127
-84.0,70,1151.713308
666.0,108,1153.40577
-66.0,99,1154.997009
-84.0,68,1156.125834
-74.0,78,1157.278721
-16.0,120,1159.241288
-108.0,64,1160.30902
-180.0,25,1160.883395
657.0,95,1162.497609
653.0,91,1163.995488
663.0,93,1165.565647
672.0,120,1167.735996
-104.0,58,1168.912076
648.0,100,1170.68788
-92.0,63,1171.919599
648.0,92,1173.656834
653.0,101,1175.426359
-108.0,55,1176.431942
-120.0,49,1177.396476
-6.0,200,1181.247271
670.0,106,1183.117205
-122.0,51,1184.249105
653.0,85,1185.788853
617.0,99,1187.65609
-154.0,28,1188.224247
-12.0,123,1190.111762
669.0,101,1191.940994
-164.0,22,1192.462285
664.0,102,1194.144912
638.0,86,1195.777719
-80.0,72,1197.074319
664.0,110,1199.119331
-112.0,58,1200.252003
-152.0,27,1200.868777
-76.0,75,1202.134317
-122.0,45,1202.995967
666.0,108,1204.906115
-156.0,37,1205.612118
-106.0,59,1206.714252
652.0,90,1208.292115
-122.0,50,1209.204076
-54.0,94,1210.918627
634.0,102,1212.712456
-66.0,84,1214.215892
640.0,64,1215.36246
0.0,127,1217.246125
-112.0,57,1218.274906
-104.0,61,1219.455969
-84.0,71,1220.563499
58.0,185,1223.814763
-104.0,62,1224.936327
-90.0,83,1226.468041
-112.0,56,1227.416031
654.0,112,1229.155961
-94.0,65,1230.331717
644.0,88,1231.913998
-88.0,64,1233.095071
657.0,111,1234.844398
-78.0,71,1236.186537
-22.0,115,1238.102348
-118.0,50,1239.099568
-118.0,55,1240.129488
-122.0,50,1241.145455
647.0,93,1242.612473
-78.0,75,1244.006779
-40.0,121,1246.202604
-76.0,75,1247.422069
-100.0,64,1248.648248
-104.0,58,1249.610253
649.0,95,1251.388112
672.0,90,1252.889477
627.0,83,1254.420762
-82.0,72,1255.762914
