#{"t_start": 1779744377.8609426, "env_id": "None"}
r,l,t
673.0,113,1430.656089
-120.0,45,1431.765686
684.0,110,1434.03172
655.0,109,1436.268948
667.0,119,1438.598446
-86.0,66,1440.065575
673.0,81,1441.805015
663.0,95,1443.886372
670.0,110,1446.262736
-64.0,80,1448.14715
669.0,121,1450.812503
-48.0,95,1452.995925
664.0,120,1455.583737
-70.0,87,1457.605813
-36.0,102,1459.810019
-72.0,80,1461.71663
-90.0,66,1463.342359
-114.0,50,1464.44682
-68.0,78,1466.127437
-34.0,100,1468.243913
690.0,126,1470.944976
-22.0,127,1473.61789
-78.0,74,1475.253529
-124.0,47,1476.448504
-96.0,75,1478.417023
-100.0,65,1479.849813
665.0,75,1481.532528
-106.0,58,1482.940567
24.0,184,1486.812985
-66.0,78,1488.546729
642.0,64,1490.076864
649.0,83,1491.924935
668.0,74,1493.69484
664.0,78,1495.475962
654.0,106,1497.668297
-24.0,109,1499.740245
-94.0,65,1500.973224
-68.0,81,1502.401329
-182.0,16,1502.953611
659.0,71,1504.579346
-160.0,23,1505.228558
-124.0,42,1506.226642
659.0,105,1508.463423
-90.0,65,1509.951058
661.0,67,1511.56772
-64.0,71,1513.249675
667.0,75,1514.947846
-50.0,91,1516.708418
675.0,101,1518.948616
-66.0,82,1520.742388
-90.0,72,1522.375064
657.0,95,1524.524922
-118.0,55,1525.761209
655.0,81,1527.688052
-120.0,53,1528.955861
-80.0,75,1530.4008
-96.0,67,1531.645869
-94.0,72,1533.241933
660.0,110,1535.292377
638.0,126,1538.173306
663.0,99,1540.313538
-70.0,84,1541.918444
663.0,113,1543.928799
-128.0,38,1544.909122
4.0,134,1547.93483
-76.0,85,1549.930894
-176.0,23,1550.5689
-68.0,78,1552.346333
647.0,99,1554.530068
-48.0,94,1556.349329
-154.0,34,1557.249958
-76.0,91,1559.424411
-114.0,49,1560.599728
-100.0,65,1562.117699
677.0,85,1564.132759
666.0,94,1566.400304
-98.0,63,1567.849989
-102.0,61,1569.222329
662.0,112,1571.246382
663.0,83,1573.205933
664.0,108,1575.261716
646.0,80,1576.994747
656.0,96,1579.007235
-82.0,78,1580.815208
-84.0,73,1582.195657
654.0,90,1583.998523
654.0,110,1585.904655
-72.0,84,1587.502123
-30.0,135,1590.592659
650.0,110,1593.063935
-118.0,57,1594.506641
-102.0,66,1596.021934
680.0,94,1597.818621
-100.0,67,1599.32701
-8.0,200,1603.71953
-120.0,45,1604.794582
599.0,165,1608.473443
-104.0,63,1610.033622
-96.0,73,1611.547961
-76.0,76,1612.998345
-130.0,44,1614.141961
656.0,100,1616.219327
-70.0,87,1618.282939
-82.0,78,1620.143365
-124.0,46,1621.327333
-14.0,113,1623.327592
650.0,122,1626.146882
673.0,93,1628.123562
652.0,70,1629.816245
650.0,104,1632.152803
72.0,196,1635.975339
668.0,108,1638.021409
-136.0,48,1639.276633
-144.0,31,1640.115896
653.0,81,1642.190156
-102.0,63,1643.748363
-132.0,44,1644.935389
-86.0,72,1646.606728
-126.0,43,1647.823156
-110.0,51,1649.19343
651.0,81,1651.383874
648.0,82,1653.29193
648.0,86,1655.282292
-82.0,77,1656.738984
640.0,78,1658.410193
-84.0,72,1659.852282
656.0,86,1662.008333
648.0,88,1664.269155
661.0,117,1666.56981
-24.0,126,1669.16954
651.0,97,1671.287369
670.0,78,1673.217419
-120.0,47,1674.576342
674.0,128,1677.252511
-104.0,63,1678.847611
-120.0,42,1680.024382
643.0,67,1681.740208
-78.0,82,1683.483392
-100.0,60,1684.855127
-42.0,94,1686.699882
-148.0,39,1687.663775
-16.0,113,1690.296356
632.0,64,1692.042626
655.0,81,1693.945369
648.0,82,1695.806346
-122.0,53,1697.221359
-8.0,154,1700.94328
-158.0,24,1701.711521
-106.0,62,1702.992756
674.0,132,1705.355624
-112.0,50,1706.745574
-112.0,59,1708.186228
648.0,82,1710.189651
-92.0,68,1711.913006
657.0,105,1713.948929
-136.0,41,1715.014517
665.0,75,1716.853229
-66.0,107,1719.619398
658.0,76,1721.424522
16.0,156,1724.651076
633.0,77,1726.950906
-80.0,77,1729.026364
640.0,78,1730.902789
-6.0,142,1734.156597
638.0,74,1736.067363
-78.0,78,1737.968287
645.0,85,1740.099366
-76.0,75,1741.837296
-86.0,67,1743.280066
-98.0,55,1744.571588
641.0,75,1746.680902
-80.0,78,1748.514641
-118.0,45,1749.58284
-70.0,77,1751.51418
-110.0,48,1752.65358
654.0,92,1754.710848
-168.0,27,1755.415644
-68.0,95,1757.326477
634.0,96,1759.620246
-58.0,90,1761.769834
-128.0,42,1762.831365
649.0,91,1764.882099
-130.0,45,1766.112058
-96.0,63,1767.604846
-78.0,70,1769.358665
-30.0,92,1771.72799
-112.0,59,1773.418923
655.0,91,1775.935478
657.0,91,1778.613512
637.0,67,1780.450716
-136.0,49,1781.771811
656.0,68,1783.481854
-28.0,99,1785.78626
646.0,82,1787.881765
654.0,94,1790.066921
657.0,101,1792.505155
-74.0,82,1794.337524
-96.0,67,1796.050524
636.0,96,1798.419103
636.0,80,1800.337522
-114.0,56,1801.848617
663.0,73,1803.524161
-124.0,58,1805.23645
-70.0,96,1807.464548
669.0,87,1809.690455
0.0,122,1812.541289
655.0,109,1815.270207
-108.0,57,1816.91038
-112.0,56,1818.276415
-140.0,38,1819.339064
655.0,99,1821.822339
-52.0,96,1824.112249
644.0,128,1827.289814
-162.0,25,1827.993983
657.0,91,1830.095983
-36.0,121,1832.923978
652.0,126,1835.721938
-94.0,62,1837.421793
-82.0,71,1839.239013
-80.0,73,1841.084697
-126.0,55,1842.71252
-76.0,83,1844.715176
-96.0,67,1846.481242
-64.0,98,1849.042443
-132.0,44,1850.470082
-84.0,87,1852.665016
669.0,99,1855.107327
-14.0,138,1858.443269
669.0,117,1861.227192
-106.0,67,1862.918637
660.0,104,1865.60356
-138.0,35,1866.476242
-156.0,35,1867.399895
645.0,113,1870.436905
647.0,99,1872.923268
-116.0,59,1874.339956
-144.0,37,1875.385019
650.0,92,1877.521523
652.0,82,1879.536982
72.0,198,1884.308213
-56.0,200,1888.755517
645.0,89,1891.027624
666.0,108,1893.484681
665.0,95,1895.835452
664.0,102,1898.261929
-100.0,57,1899.64389
-64.0,83,1901.589725
667.0,91,1903.922773
-128.0,62,1905.526235
-110.0,58,1906.977182
-138.0,40,1908.101076
-78.0,76,1909.853199
654.0,102,1912.261281
-92.0,71,1914.181053
667.0,101,1916.729707
639.0,83,1918.771549
642.0,94,1921.107523
-120.0,56,1922.532879
651.0,93,1924.840807
-80.0,81,1927.018342
-114.0,64,1928.658723
652.0,94,1930.995207
-72.0,86,1933.091649
-40.0,109,1935.822792
641.0,79,1937.722039
-118.0,52,1939.177687
677.0,133,1942.389803
-56.0,112,1945.071322
-82.0,76,1946.903868
663.0,73,1948.664952
-90.0,71,1950.590851
-84.0,82,1952.590113
-90.0,68,1954.414034
-90.0,69,1956.105425
653.0,93,1958.368659
-110.0,59,1959.867297
663.0,107,1962.575343
676.0,102,1965.02812
647.0,93,1967.225212
-86.0,74,1969.290582
-166.0,26,1970.162277
659.0,101,1972.771808
660.0,108,1975.463891
-24.0,113,1978.416898
658.0,100,1980.973708
-112.0,56,1982.39432
-90.0,73,1984.26875
-148.0,37,1985.362586
-116.0,54,1986.866526
-164.0,29,1987.737381
-120.0,43,1988.907425
-58.0,81,1990.907165
-106.0,62,1992.538803
658.0,66,1994.044734
650.0,76,1995.961574
-102.0,65,1997.671914
-64.0,118,2000.564291
-76.0,90,2002.639633
649.0,79,2004.485334
627.0,71,2006.168698
648.0,92,2008.4099
665.0,107,2011.031382
-102.0,56,2012.352678
-86.0,73,2014.054307
645.0,93,2016.291681
-82.0,82,2018.291575
-72.0,81,2020.312144
-78.0,77,2022.159732
-122.0,45,2023.30367
-112.0,58,2024.797054
646.0,92,2027.075246
-42.0,122,2030.008432
-158.0,40,2031.049792
-14.0,124,2033.937799
667.0,103,2036.329165
-118.0,61,2037.883409
688.0,98,2040.127624
0.0,133,2043.212609
-56.0,94,2045.467651
-86.0,67,2046.997541
671.0,105,2049.40078
-144.0,29,2050.226984
641.0,77,2052.256887
-116.0,64,2053.787533
-76.0,79,2055.628216
-112.0,50,2056.921466
-98.0,57,2058.417225
-124.0,47,2059.604156
662.0,106,2062.064946
650.0,132,2065.096245
-42.0,105,2067.643655
-126.0,46,2068.835649
-94.0,72,2070.711724
-80.0,89,2072.841301
647.0,91,2075.033444
650.0,102,2077.447784
-142.0,33,2078.400106
-78.0,78,2080.293296
-64.0,85,2082.502005
639.0,91,2084.797093
-90.0,73,2086.528453
-96.0,67,2088.09588
6.0,146,2091.772948
651.0,135,2094.87194
-138.0,42,2096.03244
650.0,88,2098.3394
665.0,99,2100.79631
-50.0,92,2103.001292
-82.0,67,2104.860241
-128.0,47,2106.093014
670.0,114,2108.964287
651.0,87,2111.453643
-80.0,72,2113.428899
668.0,118,2116.067799
644.0,62,2117.839911
-84.0,72,2119.481223
-114.0,58,2121.063738
-6.0,126,2124.009607
658.0,106,2126.598947
-128.0,53,2128.204626
-94.0,70,2130.067743
659.0,101,2133.007571
22.0,154,2136.876691
-108.0,62,2138.653898
-90.0,69,2140.491539
-88.0,74,2142.272056
658.0,78,2144.433478
640.0,74,2146.765361
-156.0,31,2147.685025
668.0,100,2149.921648
-110.0,58,2151.974186
-68.0,72,2153.88337
-110.0,52,2155.390862
-132.0,42,2156.624126
-138.0,32,2157.667122
-74.0,79,2159.844589
-94.0,71,2162.026082
653.0,97,2164.096877
-114.0,50,2165.453228
-188.0,11,2165.996456
-126.0,40,2167.25384
-138.0,36,2168.254068
665.0,93,2170.459767
-88.0,58,2171.759674
-138.0,37,2172.958823
658.0,100,2175.590241
652.0,58,2177.087729
-118.0,46,2178.587857
-74.0,70,2180.55817
-34.0,97,2183.475814
-130.0,45,2184.959585
655.0,99,2187.210005
-98.0,58,2188.900043
-100.0,53,2190.350692
-110.0,59,2192.088974
653.0,89,2194.771992
-98.0,79,2197.007791
654.0,70,2198.878105
650.0,86,2201.425827
-122.0,43,2202.67795
653.0,111,2205.544447
644.0,88,2208.066932
-122.0,46,2209.477973
629.0,73,2211.654094
-70.0,79,2213.812469
-124.0,53,2215.423286
663.0,81,2217.638217
-84.0,70,2219.402441
677.0,99,2222.141513
-118.0,49,2223.585014
-110.0,56,2225.184191
657.0,91,2227.886326
-94.0,65,2229.577131
599.0,1,2229.811193
677.0,109,2232.147407
599.0,1,2232.304884
641.0,79,2234.590679
-110.0,61,2236.28688
653.0,65,2238.22335
642.0,80,2240.457328
-118.0,52,2241.97044
-104.0,61,2243.736879
-74.0,74,2245.777185
-112.0,50,2247.385795
-142.0,36,2248.528876
-88.0,67,2250.330145
-62.0,89,2252.787027
-130.0,43,2254.044061
-152.0,40,2255.288746
-124.0,44,2256.718827
-136.0,43,2257.908816
654.0,96,2260.036005
-112.0,54,2261.566619
2.0,116,2264.726766
-96.0,68,2266.703902
684.0,132,2269.32283
679.0,133,2272.07257
-120.0,53,2273.550945
664.0,110,2276.327452
-96.0,69,2278.280825
669.0,117,2281.427222
-108.0,58,2283.072875
-132.0,36,2284.135982
-34.0,108,2287.111503
669.0,103,2289.907816
-128.0,51,2291.472594
-112.0,60,2293.111946
638.0,80,2295.396856
-126.0,58,2297.139029
678.0,120,2299.540368
-104.0,53,2301.020459
-136.0,46,2302.412365
650.0,92,2304.81877
-106.0,55,2306.601663
-114.0,59,2308.345027
-96.0,78,2310.51243
-88.0,72,2312.552856
-116.0,53,2313.906466
640.0,56,2315.522431
-138.0,39,2316.541252
-92.0,69,2318.147927
-116.0,57,2319.879374
662.0,110,2322.073407
-80.0,78,2324.156764
674.0,96,2326.159492
663.0,85,2328.43651
-70.0,82,2330.353294
-62.0,91,2332.745334
-90.0,69,2334.246941
-110.0,52,2335.808542
-132.0,37,2336.834889
670.0,112,2339.122785
-96.0,67,2340.661733
-60.0,103,2342.808637
-112.0,50,2344.39526
646.0,86,2346.607321
-92.0,72,2348.292472
-78.0,88,2350.641556
-48.0,97,2352.700506
-102.0,64,2354.262695
-106.0,66,2355.804071
-146.0,34,2356.992224
599.0,1,2357.17489
-78.0,79,2359.061733
-110.0,57,2360.464993
-104.0,69,2362.154027
-8.0,139,2365.005545
672.0,90,2367.145994
651.0,65,2369.033448
651.0,89,2371.420563
-88.0,67,2373.188281
-90.0,74,2375.199575
662.0,74,2377.231117
-110.0,61,2378.927337
643.0,99,2381.647475
-58.0,84,2383.850541
-96.0,65,2385.608569
-102.0,66,2387.253542
-20.0,117,2390.240792
-138.0,41,2391.299965
-22.0,129,2394.794914
-114.0,59,2396.361743
-106.0,58,2398.01177
-96.0,83,2400.404109
-128.0,45,2401.716599
-130.0,45,2402.98609
659.0,69,2404.793643
-82.0,74,2406.696854
-120.0,51,2408.033949
-100.0,75,2409.893015
-128.0,37,2410.969208
-38.0,102,2413.595168
-102.0,62,2415.52957
-144.0,32,2416.542266
-118.0,43,2417.871486
-106.0,59,2419.160902
-110.0,67,2420.94297
667.0,117,2423.42825
-126.0,49,2424.739664
-70.0,79,2426.437137
680.0,98,2428.536298
-22.0,125,2431.55631
-138.0,45,2432.929061
-26.0,115,2436.056076
-180.0,18,2436.624137
646.0,56,2438.235614
14.0,155,2441.90767
-84.0,72,2443.908443
-118.0,55,2445.333102
-106.0,68,2447.208087
-98.0,69,2449.066384
-132.0,40,2450.192597
-124.0,47,2451.566028
-62.0,89,2453.858548
-114.0,49,2455.446499
36.0,181,2460.169405
-94.0,64,2462.03813
-62.0,106,2464.799816
-174.0,18,2465.539162
-52.0,97,2468.087328
656.0,96,2470.957128
-126.0,46,2472.434715
663.0,81,2474.493356
-106.0,53,2476.05094
599.0,1,2476.231268
-88.0,69,2478.326597
599.0,1,2478.519506
665.0,131,2481.782312
653.0,69,2483.764843
-76.0,75,2485.90068
-92.0,63,2487.572329
667.0,93,2490.073095
-84.0,70,2491.979007
-116.0,58,2493.524368
-160.0,24,2494.24534
-122.0,45,2495.627059
-88.0,74,2497.617916
-142.0,32,2498.669396
650.0,82,2501.070863
-108.0,59,2502.680828
651.0,71,2504.574889
-100.0,99,2507.347109
-124.0,46,2508.823447
-128.0,48,2510.170607
-128.0,45,2511.482795
-120.0,80,2513.609195
-52.0,91,2515.840989
674.0,128,2519.032215
-54.0,90,2521.210969
-20.0,98,2523.682951
687.0,109,2526.486592
-76.0,97,2529.293918
-118.0,49,2530.711561
645.0,83,2532.989263
-56.0,99,2535.490668
-22.0,132,2539.206735
651.0,91,2541.32372
-70.0,79,2543.182037
-104.0,59,2544.867451
-110.0,60,2546.322853
-104.0,62,2547.919608
-126.0,49,2549.330328
-128.0,42,2550.517299
-152.0,32,2551.436309
-86.0,65,2553.289963
-162.0,23,2553.988425
-78.0,79,2556.463987
-82.0,75,2558.478324
-126.0,38,2559.666871
-170.0,22,2560.445642
662.0,136,2563.752521
-138.0,42,2564.947521
-88.0,72,2566.728918
-136.0,35,2567.650499
-132.0,46,2569.08251
599.0,1,2569.245224
643.0,87,2571.814157
-78.0,93,2574.294883
-60.0,81,2576.495787
-84.0,78,2578.64345
-162.0,27,2579.574709
-46.0,112,2582.509365
-138.0,35,2583.603917
599.0,1,2583.781572
-102.0,67,2585.667944
599.0,1,2585.848744
-48.0,83,2588.31466
599.0,1,2588.512399
-94.0,59,2590.257724
-114.0,55,2591.996844
-78.0,72,2594.00031
-100.0,60,2595.718572
-130.0,42,2596.984644
-132.0,39,2598.056447
650.0,62,2599.767054
666.0,74,2601.806545
-82.0,71,2603.61766
-120.0,46,2604.916893
-90.0,69,2606.667941
-60.0,97,2609.221959
-84.0,72,2611.258372
-72.0,79,2613.305413
-126.0,54,2614.577904
640.0,82,2616.67253
-112.0,56,2618.119678
-124.0,48,2619.299319
-118.0,60,2620.859289
656.0,94,2623.185537
-118.0,46,2624.555418
-138.0,40,2625.729563
-152.0,31,2626.570821
-64.0,114,2629.450636
679.0,93,2631.803842
-94.0,67,2633.512297
-128.0,48,2634.702179
-58.0,98,2637.330687
637.0,81,2639.40056
-20.0,158,2643.160245
-126.0,43,2644.393634
-80.0,74,2646.293736
-152.0,30,2647.399754
651.0,59,2649.268009
-92.0,69,2650.996979
-98.0,63,2652.684135
663.0,107,2655.563508
654.0,114,2658.365684
-142.0,36,2659.423483
-102.0,59,2660.83986
-124.0,44,2662.124823
-138.0,42,2663.316065
-96.0,64,2665.030527
633.0,79,2667.350372
-130.0,48,2668.858826
-130.0,43,2670.245896
-144.0,39,2671.451384
-126.0,51,2672.895149
667.0,93,2675.602673
-58.0,122,2679.197575
22.0,156,2683.183082
655.0,97,2685.801939
656.0,76,2687.961625
-124.0,53,2689.272119
-140.0,34,2690.345769
653.0,101,2693.204625
599.0,1,2693.388093
630.0,98,2696.230906
-114.0,53,2697.6829
599.0,1,2697.862839
-154.0,26,2698.843095
599.0,1,2699.03926
-90.0,74,2701.165996
-66.0,100,2703.958984
-114.0,53,2705.564843
599.0,1,2705.757084
636.0,82,2708.249122
-66.0,103,2710.81294
-144.0,36,2712.002043
-58.0,86,2714.347915
652.0,70,2716.421427
649.0,71,2718.193609
-162.0,23,2718.892054
657.0,99,2721.464574
638.0,74,2723.374683
-92.0,68,2725.343597
-102.0,62,2727.097905
632.0,106,2729.820396
-134.0,50,2731.251269
-136.0,42,2732.444514
-142.0,46,2733.967664
-128.0,41,2735.138134
-136.0,45,2736.394272
-132.0,39,2737.514732
-2.0,130,2740.964317
-72.0,92,2743.320199
-166.0,23,2744.071854
-112.0,65,2745.863213
-98.0,68,2747.689478
-136.0,45,2748.877939
-102.0,84,2751.275644
-164.0,20,2751.996368
-132.0,39,2753.101493
-132.0,48,2754.317256
-120.0,49,2755.547758
-110.0,60,2756.925319
651.0,63,2758.440237
-80.0,73,2760.385277
-128.0,40,2761.58227
-24.0,152,2765.536386
-102.0,60,2767.318619
-84.0,71,2769.338684
-102.0,62,2771.015804
-96.0,74,2773.095914
-100.0,67,2775.216623
-92.0,85,2777.625031
646.0,106,2780.796308
642.0,76,2783.076725
-104.0,58,2784.902771
-82.0,80,2787.255703
648.0,60,2788.851116
-86.0,77,2790.834142
-130.0,44,2792.018703
-144.0,36,2793.228177
-138.0,42,2794.66864
-122.0,51,2796.33033
-116.0,43,2797.810631
-128.0,51,2799.638413
-114.0,58,2801.523004
-106.0,73,2803.424417
-108.0,57,2805.271938
-88.0,74,2807.505475
599.0,1,2807.675285
-90.0,83,2810.211108
-86.0,74,2812.489738
-136.0,43,2813.959414
-138.0,41,2815.270576
599.0,1,2815.468057
-184.0,14,2816.25151
599.0,1,2816.471011
-150.0,28,2817.632334
-138.0,42,2818.939095
653.0,63,2820.726221
-114.0,53,2822.074109
-72.0,72,2824.340989
-130.0,46,2825.685665
-126.0,48,2827.08811
-92.0,70,2828.973477
652.0,96,2831.699171
-90.0,90,2834.274908
-134.0,44,2835.480344
639.0,85,2837.686337
-128.0,47,2838.879461
-146.0,35,2839.900032
-138.0,39,2841.00262
-116.0,56,2842.663007
637.0,67,2844.767575
-94.0,67,2846.655693
-142.0,31,2847.719573
-128.0,49,2848.932487
-152.0,37,2849.992275
-136.0,40,2851.188655
-106.0,69,2853.29855
-138.0,34,2854.199965
-130.0,48,2855.666464
-130.0,49,2857.084522
633.0,47,2858.617831
-76.0,70,2860.723403
-112.0,46,2861.872188
-128.0,45,2863.024651
-188.0,8,2863.382757
-124.0,49,2864.851255
654.0,88,2867.198559
-110.0,62,2869.077589
-144.0,49,2870.478647
-74.0,117,2873.4214
-168.0,26,2874.300489
-110.0,55,2875.968415
-134.0,44,2877.206653
639.0,49,2878.739506
-142.0,32,2879.625833
-142.0,32,2880.631689
631.0,73,2882.497743
-134.0,40,2883.800095
-146.0,39,2884.936893
-168.0,19,2885.51989
599.0,1,2885.696122
-144.0,40,2886.954946
663.0,75,2889.045137
599.0,1,2889.321168
-126.0,47,2890.917664
-178.0,14,2891.568156
599.0,1,2891.763696
-58.0,116,2895.09047
-118.0,53,2896.820501
-134.0,43,2898.170935
599.0,1,2898.369461
-154.0,32,2899.687847
599.0,1,2899.922055
-108.0,56,2901.742409
599.0,1,2901.965104
-146.0,30,2903.113244
599.0,1,2903.324692
-116.0,48,2904.666868
599.0,1,2904.892428
-138.0,33,2905.901234
-96.0,60,2907.209024
-82.0,87,2909.101111
644.0,66,2910.613744
-126.0,41,2911.593714
-146.0,36,2912.480233
-78.0,76,2914.260056
-126.0,50,2915.455413
-48.0,97,2917.830512
-136.0,41,2918.822477
-136.0,42,2919.997955
-134.0,37,2921.185943
-116.0,60,2922.803141
-154.0,32,2923.701923
649.0,61,2925.232811
-138.0,42,2926.396816
-110.0,61,2928.181782
-168.0,29,2929.133227
-122.0,49,2930.517345
-76.0,91,2932.96495
-122.0,46,2934.252442
640.0,54,2935.703614
-142.0,39,2936.628102
641.0,53,2938.203985
-146.0,35,2939.091882
-114.0,51,2940.414965
-122.0,48,2941.780746
-146.0,34,2942.888338
-126.0,52,2944.529322
-140.0,38,2945.830923
-36.0,106,2948.572474
-142.0,33,2949.437152
-190.0,7,2949.788768
-122.0,48,2950.963409
-132.0,42,2952.093778
-176.0,14,2952.617577
-126.0,61,2954.431446
-164.0,29,2955.324004
-142.0,39,2956.412477
-142.0,34,2957.387945
12.0,129,2961.004327
-148.0,35,2962.297866
-124.0,48,2963.562362
-188.0,9,2964.00994
-160.0,24,2964.955613
-136.0,45,2966.305052
599.0,1,2966.565836
645.0,57,2968.427796
-178.0,13,2969.061005
599.0,1,2969.259971
-114.0,56,2970.999262
599.0,1,2971.178028
-112.0,55,2972.661402
-114.0,56,2974.471895
599.0,1,2974.764461
599.0,1,2974.957625
-134.0,60,2976.956786
599.0,1,2977.161773
642.0,58,2979.237784
599.0,1,2979.539927
-178.0,15,2980.357434
599.0,1,2980.604245
-124.0,53,2982.43954
599.0,1,2982.726019
653.0,71,2984.704181
-142.0,32,2985.739933
-122.0,51,2986.996806
-142.0,39,2988.184904
-136.0,38,2989.221596
-128.0,38,2990.299725
632.0,70,2992.259393
-136.0,46,2993.403077
-136.0,40,2994.483333
-142.0,33,2995.572035
-144.0,35,2996.457241
-136.0,40,2997.447116
-158.0,33,2998.40794
-146.0,37,2999.560868
-48.0,113,3002.252428
-122.0,49,3003.675393
-92.0,71,3005.806427
-136.0,42,3007.039741
-130.0,52,3008.567852
-142.0,33,3009.646262
-80.0,83,3011.567713
-132.0,46,3012.735733
-140.0,39,3013.928615
-156.0,26,3014.845012
-138.0,42,3016.218995
-142.0,39,3017.55808
-114.0,53,3019.095723
-146.0,37,3020.350415
-144.0,40,3021.51402
-138.0,41,3022.796832
-114.0,65,3024.412812
-144.0,37,3025.529257
-114.0,59,3027.184819
647.0,71,3029.343989
-150.0,32,3030.385072
-150.0,37,3031.457654
643.0,57,3032.853903
-126.0,47,3034.043985
-138.0,44,3035.400959
-132.0,39,3036.50369
-48.0,105,3039.27388
-184.0,13,3039.840982
-128.0,49,3041.462305
646.0,74,3043.441059
-126.0,50,3044.986126
622.0,74,3047.185361
-112.0,54,3048.834709
599.0,1,3049.021127
-158.0,30,3049.905368
-180.0,18,3050.684659
599.0,1,3050.874591
-172.0,23,3051.700362
-130.0,38,3052.9428
599.0,1,3053.146161
-138.0,35,3054.520908
599.0,1,3054.751739
646.0,54,3056.242604
599.0,1,3056.563351
-140.0,37,3057.792853
599.0,1,3058.033858
-134.0,46,3059.69563
599.0,1,3059.930061
-140.0,39,3061.319524
599.0,1,3061.593106
645.0,55,3063.253165
-126.0,40,3064.513634
-94.0,89,3066.827674
-106.0,70,3068.582083
-146.0,41,3069.742237
-94.0,65,3071.440453
-134.0,44,3072.738438
-112.0,51,3074.101141
-138.0,44,3075.287008
-150.0,27,3075.946039
-158.0,24,3076.558541
-142.0,40,3077.437135
643.0,93,3079.472985
-138.0,40,3080.709523
-164.0,35,3081.951543
-116.0,56,3083.472255
-94.0,63,3085.068015
-76.0,79,3087.214061
-94.0,89,3089.744957
-156.0,30,3090.828186
-142.0,37,3091.88194
-156.0,29,3092.696706
-134.0,42,3093.977072
-122.0,53,3095.610914
-132.0,45,3097.050994
640.0,58,3098.494073
-94.0,73,3100.650177
635.0,59,3102.535798
-148.0,38,3103.731614
646.0,80,3106.142344
-142.0,37,3107.209065
-122.0,49,3108.534796
637.0,41,3110.090918
-138.0,35,3111.218276
-164.0,22,3112.090701
644.0,52,3113.547999
-114.0,62,3115.430956
-142.0,35,3116.580426
-142.0,42,3118.033459
-166.0,19,3118.70833
-128.0,46,3120.217366
-132.0,47,3121.665179
-156.0,32,3122.707534
599.0,1,3122.893312
-154.0,26,3123.930446
-96.0,65,3125.655559
-140.0,44,3127.210552
599.0,1,3127.406412
-170.0,20,3128.141445
-178.0,16,3128.887469
599.0,1,3129.079027
-140.0,36,3130.521328
599.0,1,3130.745627
-134.0,43,3132.326251
599.0,1,3132.527454
-140.0,39,3133.824125
599.0,1,3134.01293
-94.0,65,3135.922359
599.0,1,3136.163239
-96.0,65,3138.254831
599.0,1,3138.514873
-144.0,39,3139.914443
599.0,1,3140.185553
641.0,65,3142.240054
-158.0,29,3143.053144
-142.0,30,3143.988724
-114.0,56,3145.618663
639.0,59,3147.028634
-166.0,21,3147.814792
-140.0,40,3148.880727
-136.0,42,3150.082432
-126.0,44,3151.252268
-156.0,28,3152.286973
-128.0,41,3153.315131
-148.0,32,3154.356545
-140.0,35,3155.163243
-160.0,28,3155.956226
-154.0,24,3156.775356
-134.0,43,3158.088564
-140.0,35,3159.132947
-126.0,46,3160.469844
642.0,52,3162.118511
-58.0,100,3164.616127
-156.0,29,3165.684236
-100.0,77,3167.756166
-126.0,53,3169.165072
-44.0,104,3172.076286
-140.0,41,3173.266196
-70.0,88,3175.651254
-106.0,56,3177.17357
-144.0,38,3178.197744
-84.0,106,3180.693649
640.0,52,3182.03492
-124.0,47,3183.150517
-144.0,41,3184.325679
-154.0,31,3185.26997
-144.0,32,3186.269192
-88.0,74,3188.011753
-42.0,104,3190.392164
-166.0,28,3191.317526
-134.0,38,3192.482285
-156.0,24,3193.267078
-102.0,65,3194.828501
-120.0,51,3196.439681
-154.0,29,3197.578658
-136.0,39,3198.732601
-34.0,117,3201.68676
599.0,1,3201.874149
-108.0,68,3203.885224
599.0,1,3204.083195
-86.0,88,3206.136558
599.0,1,3206.290176
-118.0,51,3207.725399
599.0,1,3208.039675
-136.0,40,3209.310036
599.0,1,3209.541211
-146.0,34,3210.711521
599.0,1,3210.943125
653.0,67,3212.850343
599.0,1,3213.17789
-100.0,59,3214.905113
599.0,1,3215.248449
610.0,50,3216.789018
599.0,1,3217.06039
-144.0,34,3218.426024
599.0,1,3218.711531
-130.0,44,3220.196337
599.0,1,3220.495724
-96.0,61,3222.299832
-150.0,33,3223.292311
-132.0,44,3224.713067
-118.0,51,3226.163232
-148.0,36,3227.200629
-156.0,29,3228.018056
-144.0,34,3228.893455
-138.0,40,3229.805339
-108.0,58,3231.0922
-128.0,47,3232.214504
-160.0,25,3233.149781
-160.0,23,3233.918031
-156.0,33,3234.75721
-128.0,54,3236.079377
-156.0,29,3237.095205
-128.0,44,3238.266039
-124.0,46,3239.652512
-174.0,16,3240.227189
-140.0,39,3241.426102
-124.0,56,3243.128431
-146.0,38,3244.16933
-138.0,38,3245.222293
-148.0,38,3246.285798
638.0,56,3248.001805
-188.0,11,3248.519628
-136.0,38,3249.785567
-142.0,39,3251.0742
-144.0,38,3252.401329
-156.0,25,3253.269384
-132.0,41,3254.514835
626.0,56,3256.362115
622.0,76,3258.419697
-150.0,32,3259.459092
640.0,78,3261.455742
642.0,52,3262.990314
-162.0,23,3263.826564
-124.0,56,3265.532768
-88.0,101,3268.712986
-106.0,64,3270.207238
-122.0,52,3271.524028
-132.0,48,3273.064582
