#{"t_start": 1779749983.0210693, "env_id": "None"}
r,l,t
628.0,104,219.501569
624.0,116,220.774133
633.0,105,221.930172
626.0,124,223.293152
642.0,126,224.665642
633.0,111,225.888387
640.0,88,226.872162
618.0,114,228.127167
619.0,111,229.349588
631.0,99,230.453277
631.0,107,231.632516
630.0,118,232.932697
635.0,123,234.27231
615.0,129,235.672115
617.0,119,236.972567
640.0,98,238.062716
612.0,138,239.552896
628.0,102,240.682735
614.0,140,242.193017
629.0,99,243.292806
635.0,109,244.492167
627.0,121,245.812584
631.0,99,246.912965
616.0,110,248.123144
645.0,109,249.322776
626.0,104,250.472986
624.0,120,251.783736
-142.0,45,252.34426
-84.0,200,254.4527
622.0,112,255.682284
638.0,104,256.833679
639.0,97,257.923095
632.0,110,259.133034
627.0,105,260.292916
631.0,105,261.452751
629.0,107,262.63396
638.0,104,263.782945
633.0,97,264.862723
650.0,100,265.972903
652.0,90,266.982139
642.0,94,268.032824
638.0,94,269.093014
637.0,119,270.396186
638.0,110,271.605316
651.0,107,272.787251
651.0,93,273.829507
642.0,108,275.019581
635.0,123,276.359546
639.0,127,277.73963
637.0,95,278.801606
636.0,100,279.915669
634.0,118,281.217924
637.0,107,282.403226
646.0,100,283.518363
652.0,108,284.708973
637.0,107,285.895911
647.0,109,287.099847
648.0,100,288.213021
641.0,111,289.436084
644.0,94,290.488913
650.0,104,291.644969
640.0,92,292.680267
644.0,112,293.917916
651.0,93,294.963926
656.0,94,296.02593
638.0,90,297.03264
644.0,112,298.258685
641.0,117,299.53407
646.0,106,300.702544
651.0,109,301.898182
651.0,97,303.004772
-140.0,39,303.517131
652.0,102,304.640078
657.0,95,305.710891
651.0,99,306.899265
652.0,102,308.030049
650.0,102,309.172023
635.0,109,310.37174
649.0,107,311.561793
648.0,94,312.622235
654.0,106,313.791056
650.0,80,314.703018
653.0,89,315.700253
647.0,97,316.781083
660.0,90,317.881808
656.0,96,318.951932
655.0,91,319.971637
649.0,99,321.071295
652.0,96,322.141425
645.0,95,323.202223
654.0,96,324.363052
647.0,103,325.511063
653.0,101,326.631548
647.0,91,327.651522
646.0,90,328.662133
642.0,92,329.700456
656.0,100,330.810362
647.0,81,331.811471
654.0,88,332.801138
656.0,80,333.711803
657.0,87,334.773855
655.0,95,335.834194
649.0,83,336.86398
656.0,90,337.873756
646.0,88,338.867084
656.0,90,339.958279
659.0,85,340.923191
646.0,84,341.972199
658.0,92,343.007532
655.0,91,344.029839
-22.0,140,345.625962
656.0,84,346.575391
656.0,86,347.628872
657.0,85,348.59389
655.0,87,349.571397
648.0,92,350.686314
655.0,87,351.673078
639.0,81,352.689679
652.0,92,353.726721
656.0,96,354.884558
653.0,91,355.913114
658.0,92,356.950819
654.0,82,357.979784
652.0,94,359.048831
654.0,88,360.134781
658.0,88,361.125437
654.0,90,362.154369
659.0,87,363.223612
664.0,102,364.350476
661.0,93,365.468117
663.0,105,366.630785
655.0,87,367.617592
660.0,88,368.699535
650.0,96,369.778131
-202.0,200,372.019649
653.0,95,373.102235
657.0,87,374.108061
655.0,91,375.126556
591.0,175,377.06549
651.0,91,378.086744
644.0,80,379.095842
659.0,87,380.087129
-92.0,70,380.898321
642.0,78,381.876429
660.0,100,382.996769
649.0,81,384.015049
651.0,101,385.136726
651.0,93,386.176606
652.0,88,387.246742
650.0,94,388.296598
660.0,96,389.366292
656.0,96,390.445677
659.0,95,391.516781
651.0,107,392.785808
657.0,103,393.926036
50.0,173,395.880021
577.0,149,397.567878
651.0,85,398.528934
651.0,91,399.558065
651.0,95,400.699159
659.0,93,401.738582
658.0,90,402.830027
662.0,90,403.845542
658.0,108,405.045461
662.0,102,406.267592
663.0,103,407.410607
642.0,84,408.454394
652.0,94,409.508816
654.0,90,410.611703
662.0,102,411.752615
634.0,112,412.986006
658.0,98,414.150708
658.0,108,415.354301
646.0,88,416.43108
-92.0,66,417.221009
659.0,85,418.183915
645.0,85,419.234682
657.0,119,420.551958
657.0,83,421.59133
655.0,101,422.739649
-86.0,75,423.702514
659.0,85,424.659466
655.0,105,425.827286
646.0,88,426.897574
662.0,94,427.969249
659.0,99,429.159738
658.0,100,430.290267
657.0,95,431.351824
663.0,95,432.493058
662.0,94,433.539881
-120.0,46,434.211744
661.0,99,435.311024
652.0,94,436.386092
655.0,101,437.579137
661.0,99,438.704009
663.0,97,439.885046
657.0,95,440.96008
655.0,93,442.027821
660.0,92,443.163944
655.0,99,444.290675
646.0,96,445.457483
654.0,92,446.515759
-100.0,61,447.343802
656.0,102,448.486162
658.0,114,449.756938
654.0,88,450.766899
656.0,92,451.81793
657.0,91,452.924371
-88.0,71,453.764256
654.0,98,454.866225
648.0,84,455.916204
658.0,96,457.006252
660.0,102,458.224979
659.0,95,459.296311
650.0,94,460.347739
647.0,109,461.569273
661.0,93,462.628393
657.0,105,463.888349
-90.0,65,464.67005
656.0,98,465.759392
658.0,106,466.951905
662.0,90,467.973346
-118.0,47,468.654421
659.0,93,469.698603
656.0,96,470.80004
643.0,87,471.869924
-86.0,70,472.696856
-42.0,99,473.922294
649.0,97,475.005726
651.0,83,475.949236
646.0,78,476.944868
659.0,95,478.042767
-86.0,67,478.836175
651.0,87,479.891044
654.0,96,480.967095
662.0,92,482.081884
657.0,83,483.028411
657.0,99,484.147976
656.0,94,485.295068
661.0,95,486.393614
-118.0,50,487.101652
651.0,99,488.210439
650.0,90,489.230809
648.0,86,490.270534
-88.0,66,491.058105
655.0,95,492.118023
663.0,103,493.343362
662.0,98,494.455059
650.0,82,495.497688
660.0,100,496.63132
665.0,103,497.892245
656.0,88,498.906796
649.0,97,500.004839
660.0,92,501.068327
662.0,96,502.162256
-114.0,51,502.885041
655.0,87,503.881611
653.0,85,504.859558
-110.0,60,505.66764
658.0,94,506.717986
-30.0,113,508.058492
656.0,98,509.155807
-84.0,69,510.010431
642.0,82,511.031156
658.0,106,512.222242
645.0,89,513.333361
-92.0,66,514.105949
658.0,92,515.163632
642.0,84,516.22356
649.0,95,517.295591
-96.0,61,518.019899
650.0,84,519.058542
661.0,103,520.218822
646.0,78,521.207342
648.0,102,522.347137
661.0,93,523.409886
664.0,94,524.59897
658.0,92,525.651396
-116.0,53,526.411241
656.0,92,527.479354
647.0,87,528.557513
652.0,90,529.580419
656.0,90,530.599759
651.0,95,531.749996
-88.0,66,532.540246
634.0,84,533.596513
655.0,99,534.719865
665.0,109,535.934327
-92.0,66,536.74321
662.0,94,537.815303
-86.0,72,538.733264
665.0,101,539.846684
-90.0,65,540.674376
645.0,81,541.667863
-92.0,66,542.456413
642.0,96,543.610053
653.0,113,544.861829
646.0,98,545.957194
-90.0,67,546.826749
655.0,95,547.896924
-86.0,71,548.738707
663.0,99,549.945406
663.0,109,551.146212
652.0,84,552.184639
658.0,94,553.235133
660.0,102,554.471366
-86.0,68,555.264398
662.0,92,556.289768
-102.0,57,557.089902
654.0,98,558.190032
656.0,96,559.264322
651.0,89,560.345095
-80.0,70,561.168296
659.0,97,562.264903
658.0,98,563.370835
659.0,95,564.449662
653.0,99,565.639655
651.0,91,566.689259
-90.0,73,567.556054
655.0,101,568.708201
-88.0,70,569.549949
659.0,91,570.69438
657.0,105,571.865831
643.0,109,573.147691
658.0,104,574.328465
-138.0,34,574.81211
626.0,126,576.292988
658.0,92,577.347673
657.0,83,578.407793
662.0,98,579.515892
-28.0,116,580.889491
661.0,93,581.936469
657.0,107,583.126033
659.0,103,584.375951
657.0,111,585.605797
655.0,93,586.746182
-80.0,74,587.617869
646.0,80,588.664768
-148.0,30,589.075955
664.0,96,590.166355
648.0,98,591.334325
659.0,103,592.484486
656.0,90,593.578095
652.0,102,594.706813
-84.0,70,595.531616
10.0,183,597.567799
-90.0,66,598.336932
662.0,96,599.498914
-86.0,67,600.300555
649.0,91,601.401849
-82.0,73,602.260597
666.0,126,603.624412
-108.0,59,604.43031
-80.0,81,605.365179
-112.0,51,606.100957
651.0,85,607.068632
-82.0,74,607.928138
-94.0,68,608.832811
659.0,99,609.951555
656.0,92,610.998094
-108.0,58,611.79004
661.0,97,612.866945
-86.0,66,613.658481
657.0,103,614.867693
-86.0,69,615.7229
-56.0,97,616.912199
655.0,101,618.044262
654.0,92,619.085009
-90.0,70,620.011207
662.0,92,621.043265
-86.0,68,621.950426
656.0,98,623.0652
-92.0,70,623.881375
662.0,100,625.055765
-88.0,68,625.847708
-88.0,159,627.632579
-90.0,65,628.389201
667.0,81,629.417738
-78.0,76,630.323561
643.0,93,631.443071
-90.0,72,632.309993
660.0,96,633.448765
-110.0,56,634.226531
662.0,92,635.253407
-82.0,70,636.10447
658.0,100,637.242792
-88.0,68,638.054878
-116.0,48,638.744943
-74.0,76,639.62421
661.0,99,640.748354
-86.0,70,641.58133
659.0,109,642.773151
664.0,96,643.959455
661.0,93,645.055497
660.0,92,646.187457
664.0,94,647.235883
-86.0,69,648.048803
665.0,105,649.255683
-82.0,72,650.118049
-14.0,154,651.898235
663.0,95,652.987019
659.0,93,654.04541
661.0,99,655.155891
650.0,92,656.290028
655.0,97,657.392451
34.0,178,659.389218
660.0,98,660.489897
664.0,102,661.719392
662.0,106,662.888879
662.0,98,664.151022
-84.0,68,664.957094
40.0,184,667.020455
-88.0,71,667.841119
650.0,84,668.907253
-86.0,69,669.734616
654.0,88,670.800437
-84.0,68,671.58569
662.0,102,672.711973
-88.0,73,673.670878
671.0,105,674.838323
-70.0,78,675.818793
663.0,97,676.925498
-82.0,72,677.767157
-78.0,78,678.737488
-88.0,66,679.50275
662.0,100,680.695327
-86.0,72,681.549017
664.0,100,682.751294
-84.0,68,683.615642
662.0,106,684.818938
-110.0,59,685.645031
667.0,105,686.801578
-100.0,63,687.654598
-76.0,76,688.585086
660.0,86,689.59257
663.0,99,690.740709
-84.0,74,691.734046
-82.0,71,692.574179
665.0,97,693.754885
664.0,96,694.938497
-100.0,59,695.770975
665.0,103,696.938227
-80.0,76,697.914404
668.0,80,698.909736
-86.0,69,699.737101
660.0,100,700.916831
-82.0,71,701.862425
-76.0,75,702.863944
-106.0,59,703.644855
658.0,106,705.007425
-106.0,58,705.811498
-80.0,73,706.818531
-112.0,59,707.666139
651.0,89,708.751133
-60.0,108,710.118723
663.0,99,711.310551
-84.0,68,712.205388
661.0,97,713.468016
-86.0,72,714.331133
-106.0,60,715.158931
-88.0,71,716.112544
-108.0,54,716.847657
-12.0,122,718.372597
-90.0,68,719.215178
-138.0,38,719.828696
658.0,128,721.406898
-106.0,57,722.229534
-88.0,66,723.127962
-82.0,74,724.02759
-98.0,64,724.859817
-104.0,59,725.672125
-108.0,59,726.481663
-82.0,75,727.459834
666.0,102,728.693518
-80.0,71,729.626512
661.0,103,730.774548
-80.0,75,731.825511
-98.0,60,732.626715
-76.0,80,733.670486
660.0,94,734.905205
-86.0,69,735.734107
648.0,94,736.992445
-82.0,73,737.866441
665.0,99,738.994717
-110.0,58,739.80828
-84.0,68,740.724601
-106.0,54,741.576879
663.0,93,742.731032
656.0,94,743.884072
667.0,105,745.229027
-82.0,73,746.209072
653.0,89,747.321644
-84.0,69,748.359797
661.0,101,749.487547
-82.0,69,750.417299
651.0,89,751.528457
-74.0,74,752.5081
647.0,83,753.66997
4.0,135,755.346189
-86.0,69,756.199713
662.0,102,757.477811
643.0,79,758.581649
-76.0,77,759.586331
-78.0,71,760.491484
-106.0,60,761.331588
652.0,90,762.495158
-74.0,75,763.482503
655.0,85,764.52388
-104.0,60,765.455094
-60.0,81,766.47165
-102.0,63,767.368537
-72.0,72,768.314576
-84.0,68,769.126565
668.0,108,770.386714
-76.0,75,771.515135
668.0,84,772.636503
-98.0,66,773.49958
656.0,94,774.735137
-80.0,75,775.652149
-16.0,147,777.525086
-90.0,68,778.462486
665.0,103,779.632729
-98.0,63,780.582929
-76.0,75,781.565561
642.0,96,782.76356
-88.0,69,783.694207
659.0,105,784.905422
-100.0,60,785.822821
-78.0,79,786.750728
-98.0,69,787.781524
-76.0,73,788.620483
-100.0,62,789.494314
658.0,106,790.935047
30.0,147,792.869808
-102.0,55,793.662324
-84.0,75,794.639502
-82.0,78,795.727253
-84.0,73,796.702538
653.0,101,797.970697
-82.0,79,798.985777
-98.0,62,799.854358
669.0,99,801.061226
-102.0,64,801.971297
-78.0,78,803.050457
658.0,106,804.398356
666.0,96,805.506999
-90.0,65,806.449644
650.0,90,807.600236
-110.0,63,808.474965
-124.0,49,809.15732
-112.0,47,809.88119
666.0,100,811.090871
668.0,120,812.491432
664.0,102,813.716884
645.0,75,814.825371
667.0,101,815.993543
14.0,153,818.029246
-106.0,64,818.933286
638.0,78,820.090676
669.0,91,821.287196
644.0,90,822.503982
674.0,86,823.601054
-80.0,71,824.598948
-90.0,68,825.564831
668.0,104,826.932443
668.0,112,828.288938
658.0,102,829.668979
-110.0,50,830.436715
-80.0,74,831.450583
-80.0,73,832.512978
-90.0,68,833.565048
676.0,108,834.780363
-94.0,63,835.693243
-82.0,71,836.543521
657.0,105,838.006944
639.0,83,839.313574
-112.0,54,840.203398
674.0,108,841.544481
-88.0,69,842.574104
-112.0,50,843.384214
660.0,108,844.741972
-10.0,168,846.878763
-76.0,76,847.938819
656.0,86,849.164512
-98.0,62,850.032353
-90.0,67,850.936988
665.0,105,852.30623
-82.0,72,853.259007
663.0,91,854.531243
-84.0,72,855.451918
-84.0,68,856.381661
673.0,109,857.618652
654.0,90,858.900166
672.0,114,860.326931
-98.0,69,861.436377
-90.0,70,862.469954
-102.0,62,863.348579
-72.0,83,864.468041
-84.0,69,865.335706
660.0,88,866.600924
-80.0,73,867.567904
648.0,84,868.732754
-26.0,107,870.166182
662.0,100,871.369305
-80.0,71,872.383362
-44.0,98,873.755892
659.0,101,874.874313
664.0,102,876.265196
-110.0,59,877.173902
-92.0,87,878.3859
650.0,94,879.68327
-78.0,74,880.713452
655.0,87,882.015154
652.0,90,883.241697
-78.0,74,884.197786
665.0,111,885.568334
667.0,109,887.077908
-98.0,66,888.048317
-108.0,53,888.822196
667.0,107,890.255489
-104.0,65,891.234747
658.0,102,892.571924
664.0,102,893.953105
-112.0,55,894.826126
671.0,109,896.318377
-20.0,109,897.749921
664.0,100,899.16356
657.0,101,900.657737
-84.0,70,901.683787
659.0,105,903.117937
-76.0,76,904.183993
30.0,171,906.429234
-110.0,60,907.303249
665.0,111,908.779767
646.0,82,909.929096
647.0,85,911.182146
671.0,115,912.660107
-92.0,70,913.674786
668.0,104,915.134062
660.0,102,916.553709
-78.0,77,917.648837
652.0,86,918.936444
-72.0,79,920.079624
659.0,91,921.37938
-104.0,60,922.266648
-4.0,159,924.300269
-80.0,81,925.469706
-88.0,71,926.563166
-82.0,71,927.665373
-86.0,73,928.786888
665.0,107,930.229316
649.0,115,931.798135
648.0,96,933.237723
-82.0,73,934.395759
653.0,99,935.718585
648.0,88,937.089296
-102.0,60,938.069016
660.0,120,939.739867
663.0,109,941.2137
673.0,101,942.645477
-90.0,69,943.656993
656.0,100,945.062575
665.0,109,946.579176
656.0,90,947.852677
-82.0,71,948.868019
-82.0,87,950.180024
-132.0,200,952.833588
660.0,104,954.321702
-106.0,61,955.263417
672.0,110,956.783769
-76.0,73,957.753792
-64.0,81,958.876844
651.0,93,960.204293
669.0,111,961.625195
-80.0,72,962.663873
663.0,97,963.969086
-106.0,61,964.861946
653.0,87,966.123411
672.0,110,967.65383
667.0,99,969.076793
668.0,104,970.544343
667.0,117,972.043485
666.0,102,973.49075
664.0,104,974.925736
-80.0,74,976.000846
-110.0,52,976.834387
-88.0,143,978.73508
669.0,113,980.279735
659.0,105,981.688319
663.0,111,983.265619
-84.0,71,984.353617
656.0,88,985.653708
670.0,110,987.151865
662.0,92,988.490689
665.0,105,989.996615
651.0,113,991.562335
662.0,108,993.226323
666.0,92,994.454624
663.0,109,996.247257
30.0,162,998.503067
667.0,107,1000.13057
655.0,95,1001.604123
662.0,108,1003.251943
656.0,94,1004.67012
-76.0,75,1005.821898
-114.0,48,1006.671147
664.0,122,1008.511369
671.0,113,1010.155563
648.0,90,1011.590222
668.0,118,1013.226047
666.0,106,1014.756882
648.0,94,1016.141228
659.0,105,1017.671315
654.0,96,1019.099474
-104.0,57,1020.071814
670.0,104,1021.602712
667.0,115,1023.238145
-114.0,47,1024.169584
651.0,101,1025.582456
-84.0,88,1026.934096
650.0,94,1028.384656
664.0,114,1030.116887
670.0,108,1031.78646
-96.0,56,1032.690141
644.0,82,1033.963928
668.0,84,1035.379713
655.0,99,1036.848018
651.0,93,1038.279867
-78.0,72,1039.417485
635.0,141,1041.561652
660.0,96,1042.981781
648.0,88,1044.463079
658.0,92,1045.840536
661.0,107,1047.421367
-16.0,118,1049.11705
652.0,88,1050.475906
673.0,117,1052.222638
654.0,102,1053.84986
655.0,105,1055.562088
664.0,114,1057.287196
649.0,93,1058.673885
-98.0,70,1059.778206
654.0,98,1061.228116
-78.0,76,1062.48088
-82.0,70,1063.634217
664.0,106,1065.256865
-114.0,54,1066.240057
665.0,109,1067.865672
672.0,106,1069.42324
665.0,109,1071.101673
652.0,94,1072.645623
666.0,108,1074.336301
662.0,108,1075.987483
651.0,113,1077.696976
-44.0,200,1080.498709
-152.0,35,1081.167796
647.0,115,1082.840536
658.0,98,1084.300429
666.0,112,1086.071858
-10.0,200,1088.999568
656.0,104,1090.619679
663.0,107,1092.257689
-8.0,177,1094.91245
653.0,87,1096.245981
641.0,77,1097.621998
663.0,103,1099.144063
-18.0,135,1101.279919
-110.0,49,1102.173644
672.0,108,1104.015949
654.0,100,1105.73505
659.0,101,1107.327381
-200.0,200,1110.762948
-86.0,72,1112.052783
-98.0,65,1113.302471
-28.0,108,1115.223
656.0,94,1116.942813
667.0,109,1119.062931
649.0,83,1120.580178
651.0,103,1122.313822
-136.0,38,1123.105455
-132.0,41,1124.017781
647.0,85,1125.551041
641.0,75,1126.872436
-44.0,100,1128.671
640.0,130,1131.034872
660.0,100,1132.804615
638.0,86,1134.296168
-110.0,56,1135.340899
-62.0,89,1137.088369
-120.0,55,1138.165184
-26.0,200,1141.654659
-92.0,63,1142.86245
616.0,104,1144.838356
666.0,108,1146.71684
656.0,96,1148.492435
-88.0,68,1149.665517
645.0,103,1151.481239
-106.0,55,1152.67114
-26.0,137,1155.224942
6.0,121,1157.397583
-114.0,48,1158.311346
-114.0,53,1159.38432
-34.0,113,1161.483099
-100.0,64,1162.572921
664.0,104,1164.250244
658.0,104,1166.031335
663.0,119,1167.895347
657.0,109,1169.575691
643.0,91,1171.103232
661.0,99,1172.710775
665.0,113,1174.515005
639.0,75,1175.9266
672.0,112,1177.733139
652.0,86,1179.214777
665.0,115,1181.2876
640.0,82,1182.839425
-120.0,52,1183.894336
663.0,103,1185.474848
643.0,77,1186.940231
-52.0,200,1190.15932
654.0,100,1191.802251
-98.0,65,1192.971501
659.0,109,1194.755181
659.0,105,1196.47339
660.0,104,1198.286823
663.0,103,1200.100862
634.0,74,1201.48208
-20.0,147,1203.874821
619.0,101,1205.636249
653.0,97,1207.351401
-122.0,200,1210.29557
-82.0,71,1211.4941
648.0,94,1213.206546
663.0,97,1215.040052
653.0,89,1216.619543
-80.0,71,1217.805428
634.0,76,1219.170297
668.0,106,1220.891515
-114.0,45,1221.801847
-2.0,119,1223.582171
-42.0,97,1225.303144
-94.0,67,1226.442392
-102.0,91,1228.050055
665.0,99,1229.732769
-126.0,47,1230.64452
-114.0,49,1231.696393
-68.0,200,1235.126397
650.0,114,1236.93643
655.0,89,1238.649704
-98.0,81,1240.026185
659.0,115,1241.816941
653.0,89,1243.525303
659.0,101,1245.37891
-102.0,65,1246.624537
669.0,109,1248.441955
-6.0,199,1251.839344
647.0,91,1253.380476
666.0,200,1256.995659
-102.0,57,1258.11591
-106.0,61,1259.253025
665.0,123,1261.117611
648.0,90,1262.88572
667.0,101,1264.585384
-108.0,63,1265.704478
647.0,91,1267.359511
649.0,77,1268.617917
-98.0,70,1269.872623
662.0,110,1271.757068
660.0,98,1273.355403
661.0,105,1275.061595
668.0,104,1276.744313
-92.0,74,1278.089811
652.0,88,1279.458828
-32.0,137,1281.818355
657.0,93,1283.330431
